title,type,question,A,B,C,D,answer,image
Putrajaya 2026 F5,radio,F5 Bab 1,A,B,C,D,C,Picture26.png
,radio,F5 Bab 1,A,B,C,D,B,Picture27.png
,radio,F5 Bab 1,A,B,C,D,A,Picture28.png
,radio,F5 Bab 2,A,B,C,D,B,Picture29.png
,radio,F5 Bab 2,A,B,C,D,A,Picture30.png
,radio,F5 Bab 3,A,B,C,D,B,Picture31.png
,radio,F5 Bab 3,A,B,C,D,C,Picture32.png
,radio,F5 Bab 4,A,B,C,D,A,Picture33.png
,radio,F5 Bab 1,A,B,C,D,C,Picture34.png
,radio,F5 Bab 5,A,B,C,D,C,Picture35.png
,radio,F5 Bab 4,A,B,C,D,D,Picture36.png
,radio,F5 Bab 6,A,B,C,D,A,Picture37.png
,radio,F5 Bab 7,A,B,C,D,C,Picture38.png
,radio,F5 Bab 8,A,B,C,D,A,Picture39.png
,radio,F5 Bab 9,A,B,C,D,D,Picture40.png
