title,type,question,A,B,C,D,answer,image
F4 Chp 6,radio,Melaka2024_Q07,A,B,C,D,B,Melaka 2024/Picture7.png
F4 Chp 6,radio,Melaka2024_Q08,A,B,C,D,B,Melaka 2024/Picture8.png
F4 Chp 6,radio,NegeriSembilan2024_Q09,A,B,C,D,A,Negeri Sembilan 2024/Picture9.png
F4 Chp 6,radio,NegeriSembilan2024_Q10,A,B,C,D,C,Negeri Sembilan 2024/Picture10.png
F4 Chp 6,radio,Kedah2024_Q11,A,B,C,D,C,Kedah 2024/Picture11.png
F4 Chp 6,radio,KelantanYik2024_Q11,A,B,C,D,D,Kelantan YIK 2024/Picture11.png
F4 Chp 6,radio,Pahang2024_Q11,A,B,C,D,C,Pahang 2024/Picture11.png
F4 Chp 6,radio,Perak2024_Q11,A,B,C,D,B,Perak 2024/Picture11.png
F4 Chp 6,radio,KelantanYik2024_Q12,A,B,C,D,D,Kelantan YIK 2024/Picture12.png
F4 Chp 6,radio,PenangSet12024_Q12,A,B,C,D,C,Penang Set 1 2024/Picture12.png
F4 Chp 6,radio,PenangSet22024_Q12,A,B,C,D,D,Penang Set 2 2024/Picture12.png
F4 Chp 6,radio,SelangorSet12024_Q12,A,B,C,D,D,Selangor Set 1 2024/Picture12.png
F4 Chp 6,radio,SelangorSet22024_Q12,A,B,C,D,D,Selangor Set 2 2024/Picture12.png
F4 Chp 6,radio,Smka2024_Q12,A,B,C,D,B,SMKA 2024/Picture12.png
F4 Chp 6,radio,Kelantan2024_Q13,A,B,C,D,C,Kelantan 2024/Picture13.png
F4 Chp 6,radio,KelantanYik2024_Q13,A,B,C,D,B,Kelantan YIK 2024/Picture13.png
F4 Chp 6,radio,SelangorSet12024_Q13,A,B,C,D,D,Selangor Set 1 2024/Picture13.png
F4 Chp 6,radio,SelangorSet22024_Q13,A,B,C,D,B,Selangor Set 2 2024/Picture13.png
F4 Chp 6,radio,Smka2024_Q13,A,B,C,D,A,SMKA 2024/Picture13.png
