title,type,question,A,B,C,D,answer,image
F4 Chp 8,radio,Muar2025_Q11,A,B,C,D,A,Muar 2025/Picture11.png
F4 Chp 8,radio,PasirGudang2025_Q11,A,B,C,D,B,Pasir Gudang 2025/Picture11.png
F4 Chp 8,radio,Muar2025_Q12,A,B,C,D,B,Muar 2025/Picture12.png
F4 Chp 8,radio,PasirGudang2025_Q12,A,B,C,D,A,Pasir Gudang 2025/Picture12.png
F4 Chp 8,radio,Kelantan2025_Q13,A,B,C,D,D,Kelantan 2025/Picture13.png
F4 Chp 8,radio,Melaka2025_Q13,A,B,C,D,D,Melaka 2025/Picture13.png
F4 Chp 8,radio,NegeriSembilan2025_Q13,A,B,C,D,A,Negeri Sembilan 2025/Picture13.png
F4 Chp 8,radio,Pahang2025_Q13,A,B,C,D,C,Pahang 2025/Picture13.png
F4 Chp 8,radio,Perak2025_Q13,A,B,C,D,C,Perak 2025/Picture13.png
F4 Chp 8,radio,Kelantan2025_Q14,A,B,C,D,B,Kelantan 2025/Picture14.png
F4 Chp 8,radio,Melaka2025_Q14,A,B,C,D,A,Melaka 2025/Picture14.png
F4 Chp 8,radio,NegeriSembilan2025_Q14,A,B,C,D,D,Negeri Sembilan 2025/Picture14.png
F4 Chp 8,radio,Pahang2025_Q14,A,B,C,D,A,Pahang 2025/Picture14.png
F4 Chp 8,radio,Perak2025_Q14,A,B,C,D,B,Perak 2025/Picture14.png
F4 Chp 8,radio,Kedah2025_Q15,A,B,C,D,B,Kedah 2025/Picture15.png
F4 Chp 8,radio,KualaLumpur2025_Q15,A,B,C,D,C,Kuala Lumpur 2025/Picture15.png
F4 Chp 8,radio,Selangor2025_Q15,A,B,C,D,C,Selangor 2025/Picture15.png
F4 Chp 8,radio,Kedah2025_Q16,A,B,C,D,C,Kedah 2025/Picture16.png
F4 Chp 8,radio,Perlis2025_Q16,A,B,C,D,D,Perlis 2025/Picture16.png
F4 Chp 8,radio,Putrajaya2025_Q16,A,B,C,D,C,Putrajaya 2025/Picture16.png
F4 Chp 8,radio,Perlis2025_Q17,A,B,C,D,A,Perlis 2025/Picture17.png
F4 Chp 8,radio,Putrajaya2025_Q17,A,B,C,D,A,Putrajaya 2025/Picture17.png
F4 Chp 8,radio,Perlis2025_Q18,A,B,C,D,A,Perlis 2025/Picture18.png
