title,type,question,A,B,C,D,answer,image
F4 Chp 9,radio,Melaka_Q14,A,B,C,D,D,Melaka 2024/Picture14.png
F4 Chp 9,radio,Pahang_Q14,A,B,C,D,C,Pahang 2024/Picture14.png
F4 Chp 9,radio,Kedah_Q15,A,B,C,D,B,Kedah 2024/Picture15.png
F4 Chp 9,radio,NegeriSembilan_Q15,A,B,C,D,B,Negeri Sembilan 2024/Picture15.png
F4 Chp 9,radio,Kedah_Q16,A,B,C,D,A,Kedah 2024/Picture16.png
F4 Chp 9,radio,NegeriSembilan_Q16,A,B,C,D,A,Negeri Sembilan 2024/Picture16.png
F4 Chp 9,radio,Perak_Q16,A,B,C,D,A,Perak 2024/Picture16.png
F4 Chp 9,radio,SelangorSet_Q16,A,B,C,D,D,Selangor Set 1 2024/Picture16.png
F4 Chp 9,radio,SelangorSet_Q16,A,B,C,D,D,Selangor Set 2 2024/Picture16.png
F4 Chp 9,radio,NegeriSembilan_Q17,A,B,C,D,A,Negeri Sembilan 2024/Picture17.png
F4 Chp 9,radio,Perak_Q17,A,B,C,D,D,Perak 2024/Picture17.png
F4 Chp 9,radio,Kelantan_Q18,A,B,C,D,B,Kelantan 2024/Picture18.png
F4 Chp 9,radio,KelantanYik_Q18,A,B,C,D,B,Kelantan YIK 2024/Picture18.png
F4 Chp 9,radio,Perak_Q18,A,B,C,D,A,Perak 2024/Picture18.png
F4 Chp 9,radio,Smka_Q18,A,B,C,D,D,SMKA 2024/Picture18.png
F4 Chp 9,radio,Smka_Q19,A,B,C,D,A,SMKA 2024/Picture19.png
F4 Chp 9,radio,SelangorSet_Q39,A,B,C,D,B,Selangor Set 1 2024/Picture39.png
F4 Chp 9,radio,SelangorSet_Q39,A,B,C,D,D,Selangor Set 2 2024/Picture39.png
F4 Chp 9,radio,SelangorSet_Q40,A,B,C,D,C,Selangor Set 1 2024/Picture40.png
F4 Chp 9,radio,SelangorSet_Q40,A,B,C,D,C,Selangor Set 2 2024/Picture40.png
