title,type,question,A,B,C,D,answer,image
F4 Chp 1,radio,Kedah2024_Q01,A,B,C,D,B,Kedah 2024/Picture1.png
F4 Chp 1,radio,Kelantan2024_Q01,A,B,C,D,C,Kelantan 2024/Picture1.png
F4 Chp 1,radio,KelantanYik2024_Q01,A,B,C,D,C,Kelantan YIK 2024/Picture1.png
F4 Chp 1,radio,Melaka2024_Q01,A,B,C,D,A,Melaka 2024/Picture1.png
F4 Chp 1,radio,NegeriSembilan2024_Q01,A,B,C,D,D,Negeri Sembilan 2024/Picture1.png
F4 Chp 1,radio,Pahang2024_Q01,A,B,C,D,C,Pahang 2024/Picture1.png
F4 Chp 1,radio,PenangSet12024_Q01,A,B,C,D,C,Penang Set 1 2024/Picture1.png
F4 Chp 1,radio,PenangSet22024_Q01,A,B,C,D,B,Penang Set 2 2024/Picture1.png
F4 Chp 1,radio,Perak2024_Q01,A,B,C,D,A,Perak 2024/Picture1.png
F4 Chp 1,radio,SelangorSet12024_Q01,A,B,C,D,A,Selangor Set 1 2024/Picture1.png
F4 Chp 1,radio,SelangorSet22024_Q01,A,B,C,D,B,Selangor Set 2 2024/Picture1.png
F4 Chp 1,radio,Smka2024_Q01,A,B,C,D,A,SMKA 2024/Picture1.png
F4 Chp 1,radio,Kelantan2024_Q02,A,B,C,D,D,Kelantan 2024/Picture2.png
F4 Chp 1,radio,KelantanYik2024_Q02,A,B,C,D,D,Kelantan YIK 2024/Picture2.png
F4 Chp 1,radio,Pahang2024_Q02,A,B,C,D,A,Pahang 2024/Picture2.png
F4 Chp 1,radio,PenangSet12024_Q02,A,B,C,D,C,Penang Set 1 2024/Picture2.png
F4 Chp 1,radio,PenangSet22024_Q02,A,B,C,D,C,Penang Set 2 2024/Picture2.png
F4 Chp 1,radio,Perak2024_Q02,A,B,C,D,D,Perak 2024/Picture2.png
F4 Chp 1,radio,SelangorSet12024_Q02,A,B,C,D,D,Selangor Set 1 2024/Picture2.png
F4 Chp 1,radio,SelangorSet22024_Q02,A,B,C,D,A,Selangor Set 2 2024/Picture2.png
F4 Chp 1,radio,Smka2024_Q02,A,B,C,D,D,SMKA 2024/Picture2.png
