title,type,question,A,B,C,D,answer,image
F4 Chp 5,radio,Melaka_Q05,A,B,C,D,D,Melaka 2024/Picture5.png
F4 Chp 5,radio,Melaka_Q06,A,B,C,D,C,Melaka 2024/Picture6.png
F4 Chp 5,radio,NegeriSembilan_Q06,A,B,C,D,C,Negeri Sembilan 2024/Picture6.png
F4 Chp 5,radio,Kedah_Q07,A,B,C,D,D,Kedah 2024/Picture7.png
F4 Chp 5,radio,NegeriSembilan_Q07,A,B,C,D,B,Negeri Sembilan 2024/Picture7.png
F4 Chp 5,radio,Kedah_Q08,A,B,C,D,C,Kedah 2024/Picture8.png
F4 Chp 5,radio,NegeriSembilan_Q08,A,B,C,D,D,Negeri Sembilan 2024/Picture8.png
F4 Chp 5,radio,Pahang_Q08,A,B,C,D,A,Pahang 2024/Picture8.png
F4 Chp 5,radio,Perak_Q08,A,B,C,D,D,Perak 2024/Picture8.png
F4 Chp 5,radio,Smka_Q08,A,B,C,D,C,SMKA 2024/Picture8.png
F4 Chp 5,radio,Kedah_Q09,A,B,C,D,D,Kedah 2024/Picture9.png
F4 Chp 5,radio,KelantanYik_Q09,A,B,C,D,A,Kelantan YIK 2024/Picture9.png
F4 Chp 5,radio,Pahang_Q09,A,B,C,D,B,Pahang 2024/Picture9.png
F4 Chp 5,radio,PenangSet1_Q09,A,B,C,D,A,Penang Set 1 2024/Picture9.png
F4 Chp 5,radio,PenangSet2_Q09,A,B,C,D,B,Penang Set 2 2024/Picture9.png
F4 Chp 5,radio,Perak_Q09,A,B,C,D,C,Perak 2024/Picture9.png
F4 Chp 5,radio,SelangorSet1_Q09,A,B,C,D,A,Selangor Set 1 2024/Picture9.png
F4 Chp 5,radio,SelangorSet2_Q09,A,B,C,D,B,Selangor Set 2 2024/Picture9.png
F4 Chp 5,radio,Smka_Q09,A,B,C,D,D,SMKA 2024/Picture9.png
F4 Chp 5,radio,Kedah_Q10,A,B,C,D,D,Kedah 2024/Picture10.png
F4 Chp 5,radio,KelantanYik_Q10,A,B,C,D,B,Kelantan YIK 2024/Picture10.png
F4 Chp 5,radio,Pahang_Q10,A,B,C,D,D,Pahang 2024/Picture10.png
F4 Chp 5,radio,PenangSet1_Q10,A,B,C,D,D,Penang Set 1 2024/Picture10.png
F4 Chp 5,radio,PenangSet2_Q10,A,B,C,D,C,Penang Set 2 2024/Picture10.png
F4 Chp 5,radio,Perak_Q10,A,B,C,D,A,Perak 2024/Picture10.png
F4 Chp 5,radio,SelangorSet1_Q10,A,B,C,D,C,Selangor Set 1 2024/Picture10.png
F4 Chp 5,radio,SelangorSet2_Q10,A,B,C,D,A,Selangor Set 2 2024/Picture10.png
F4 Chp 5,radio,Smka_Q10,A,B,C,D,A,SMKA 2024/Picture10.png
F4 Chp 5,radio,Kelantan_Q11,A,B,C,D,B,Kelantan 2024/Picture11.png
F4 Chp 5,radio,PenangSet1_Q11,A,B,C,D,B,Penang Set 1 2024/Picture11.png
F4 Chp 5,radio,PenangSet2_Q11,A,B,C,D,C,Penang Set 2 2024/Picture11.png
F4 Chp 5,radio,SelangorSet1_Q11,A,B,C,D,C,Selangor Set 1 2024/Picture11.png
F4 Chp 5,radio,SelangorSet2_Q11,A,B,C,D,D,Selangor Set 2 2024/Picture11.png
F4 Chp 5,radio,Smka_Q11,A,B,C,D,D,SMKA 2024/Picture11.png
F4 Chp 5,radio,Kelantan_Q12,A,B,C,D,D,Kelantan 2024/Picture12.png
F4 Chp 5,radio,SelangorSet1_Q31,A,B,C,D,D,Selangor Set 1 2024/Picture31.png
F4 Chp 5,radio,SelangorSet2_Q31,A,B,C,D,D,Selangor Set 2 2024/Picture31.png
F4 Chp 5,radio,SelangorSet1_Q32,A,B,C,D,A,Selangor Set 1 2024/Picture32.png
F4 Chp 5,radio,SelangorSet2_Q32,A,B,C,D,D,Selangor Set 2 2024/Picture32.png
F4 Chp 5,radio,SelangorSet1_Q33,A,B,C,D,A,Selangor Set 1 2024/Picture33.png
F4 Chp 5,radio,SelangorSet2_Q33,A,B,C,D,C,Selangor Set 2 2024/Picture33.png
