title,type,question,A,B,C,D,answer,image
F4 Chp 11,radio,Muar2025_Q18,A,B,C,D,D,Muar 2025/Picture18.png
F4 Chp 11,radio,Pahang2025_Q18,A,B,C,D,B,Pahang 2025/Picture18.png
F4 Chp 11,radio,PasirGudang2025_Q18,A,B,C,D,C,Pasir Gudang 2025/Picture18.png
F4 Chp 11,radio,Kelantan2025_Q19,A,B,C,D,D,Kelantan 2025/Picture19.png
F4 Chp 11,radio,KualaLumpur2025_Q19,A,B,C,D,D,Kuala Lumpur 2025/Picture19.png
F4 Chp 11,radio,Melaka2025_Q19,A,B,C,D,B,Melaka 2025/Picture19.png
F4 Chp 11,radio,NegeriSembilan2025_Q19,A,B,C,D,C,Negeri Sembilan 2025/Picture19.png
F4 Chp 11,radio,Pahang2025_Q19,A,B,C,D,D,Pahang 2025/Picture19.png
F4 Chp 11,radio,Perak2025_Q19,A,B,C,D,A,Perak 2025/Picture19.png
F4 Chp 11,radio,Selangor2025_Q19,A,B,C,D,A,Selangor 2025/Picture19.png
F4 Chp 11,radio,Kelantan2025_Q20,A,B,C,D,C,Kelantan 2025/Picture20.png
F4 Chp 11,radio,Melaka2025_Q20,A,B,C,D,A,Melaka 2025/Picture20.png
F4 Chp 11,radio,NegeriSembilan2025_Q20,A,B,C,D,A,Negeri Sembilan 2025/Picture20.png
F4 Chp 11,radio,Perak2025_Q20,A,B,C,D,A,Perak 2025/Picture20.png
F4 Chp 11,radio,Kedah2025_Q21,A,B,C,D,B,Kedah 2025/Picture21.png
F4 Chp 11,radio,Perak2025_Q21,A,B,C,D,C,Perak 2025/Picture21.png
F4 Chp 11,radio,Kedah2025_Q22,A,B,C,D,A,Kedah 2025/Picture22.png
F4 Chp 11,radio,Putrajaya2025_Q22,A,B,C,D,C,Putrajaya 2025/Picture22.png
F4 Chp 11,radio,Perlis2025_Q23,A,B,C,D,C,Perlis 2025/Picture23.png
F4 Chp 11,radio,Putrajaya2025_Q23,A,B,C,D,C,Putrajaya 2025/Picture23.png
F4 Chp 11,radio,Perlis2025_Q24,A,B,C,D,A,Perlis 2025/Picture24.png
