title,type,question,A,B,C,D,answer,image
F5 Chp 8,radio,PenangSet1_Q37,A,B,C,D,B,Penang Set 1 2024/Picture37.png
F5 Chp 8,radio,PenangSet2_Q37,A,B,C,D,D,Penang Set 2 2024/Picture37.png
F5 Chp 8,radio,Kedah_Q38,A,B,C,D,D,Kedah 2024/Picture38.png
F5 Chp 8,radio,Kelantan_Q38,A,B,C,D,D,Kelantan 2024/Picture38.png
F5 Chp 8,radio,KelantanYik_Q38,A,B,C,D,D,Kelantan YIK 2024/Picture38.png
F5 Chp 8,radio,NegeriSembilan_Q38,A,B,C,D,D,Negeri Sembilan 2024/Picture38.png
F5 Chp 8,radio,PenangSet1_Q38,A,B,C,D,D,Penang Set 1 2024/Picture38.png
F5 Chp 8,radio,PenangSet2_Q38,A,B,C,D,B,Penang Set 2 2024/Picture38.png
F5 Chp 8,radio,Kedah_Q39,A,B,C,D,A,Kedah 2024/Picture39.png
F5 Chp 8,radio,Kelantan_Q39,A,B,C,D,C,Kelantan 2024/Picture39.png
F5 Chp 8,radio,KelantanYik_Q39,A,B,C,D,B,Kelantan YIK 2024/Picture39.png
F5 Chp 8,radio,Melaka_Q39,A,B,C,D,A,Melaka 2024/Picture39.png
F5 Chp 8,radio,Pahang_Q39,A,B,C,D,A,Pahang 2024/Picture39.png
F5 Chp 8,radio,Perak_Q39,A,B,C,D,D,Perak 2024/Picture39.png
F5 Chp 8,radio,Smka_Q39,A,B,C,D,C,SMKA 2024/Picture39.png
