title,type,question,A,B,C,D,answer,image
F5 Chp 9,radio,Kelantan2025_Q39,A,B,C,D,B,Kelantan 2025/Picture39.png
F5 Chp 9,radio,KualaLumpur2025_Q39,A,B,C,D,A,Kuala Lumpur 2025/Picture39.png
F5 Chp 9,radio,Melaka2025_Q39,A,B,C,D,A,Melaka 2025/Picture39.png
F5 Chp 9,radio,NegeriSembilan2025_Q39,A,B,C,D,C,Negeri Sembilan 2025/Picture39.png
F5 Chp 9,radio,Pahang2025_Q39,A,B,C,D,A,Pahang 2025/Picture39.png
F5 Chp 9,radio,Selangor2025_Q39,A,B,C,D,C,Selangor 2025/Picture39.png
F5 Chp 9,radio,Kedah2025_Q40,A,B,C,D,A,Kedah 2025/Picture40.png
F5 Chp 9,radio,Kelantan2025_Q40,A,B,C,D,A,Kelantan 2025/Picture40.png
F5 Chp 9,radio,KualaLumpur2025_Q40,A,B,C,D,A,Kuala Lumpur 2025/Picture40.png
F5 Chp 9,radio,Melaka2025_Q40,A,B,C,D,A,Melaka 2025/Picture40.png
F5 Chp 9,radio,Muar2025_Q40,A,B,C,D,D,Muar 2025/Picture40.png
F5 Chp 9,radio,NegeriSembilan2025_Q40,A,B,C,D,C,Negeri Sembilan 2025/Picture40.png
F5 Chp 9,radio,Pahang2025_Q40,A,B,C,D,D,Pahang 2025/Picture40.png
F5 Chp 9,radio,PasirGudang2025_Q40,A,B,C,D,C,Pasir Gudang 2025/Picture40.png
F5 Chp 9,radio,Perak2025_Q40,A,B,C,D,D,Perak 2025/Picture40.png
F5 Chp 9,radio,Perlis2025_Q40,A,B,C,D,B,Perlis 2025/Picture40.png
F5 Chp 9,radio,Putrajaya2025_Q40,A,B,C,D,A,Putrajaya 2025/Picture40.png
F5 Chp 9,radio,Selangor2025_Q40,A,B,C,D,B,Selangor 2025/Picture40.png
