title,type,question,A,B,C,D,answer,image
F4 Chp 2,radio,Kedah2025_Q02,A,B,C,D,C,Kedah 2025/Picture2.png
F4 Chp 2,radio,Melaka2025_Q02,A,B,C,D,C,Melaka 2025/Picture2.png
F4 Chp 2,radio,Muar2025_Q02,A,B,C,D,D,Muar 2025/Picture2.png
F4 Chp 2,radio,NegeriSembilan2025_Q02,A,B,C,D,B,Negeri Sembilan 2025/Picture2.png
F4 Chp 2,radio,PasirGudang2025_Q02,A,B,C,D,C,Pasir Gudang 2025/Picture2.png
F4 Chp 2,radio,Kelantan2025_Q03,A,B,C,D,B,Kelantan 2025/Picture3.png
F4 Chp 2,radio,KualaLumpur2025_Q03,A,B,C,D,B,Kuala Lumpur 2025/Picture3.png
F4 Chp 2,radio,NegeriSembilan2025_Q03,A,B,C,D,C,Negeri Sembilan 2025/Picture3.png
F4 Chp 2,radio,Pahang2025_Q03,A,B,C,D,A,Pahang 2025/Picture3.png
F4 Chp 2,radio,Perak2025_Q03,A,B,C,D,D,Perak 2025/Picture3.png
F4 Chp 2,radio,Perlis2025_Q03,A,B,C,D,D,Perlis 2025/Picture3.png
F4 Chp 2,radio,Selangor2025_Q03,A,B,C,D,B,Selangor 2025/Picture3.png
F4 Chp 2,radio,Kelantan2025_Q04,A,B,C,D,D,Kelantan 2025/Picture4.png
F4 Chp 2,radio,Perlis2025_Q04,A,B,C,D,B,Perlis 2025/Picture4.png
F4 Chp 2,radio,Putrajaya2025_Q04,A,B,C,D,D,Putrajaya 2025/Picture4.png
F4 Chp 2,radio,Putrajaya2025_Q05,A,B,C,D,A,Putrajaya 2025/Picture5.png
