title,type,question,A,B,C,D,answer,image
F5 Chp 3,radio,NegeriSembilan_Q27,A,B,C,D,A,Negeri Sembilan 2024/Picture27.png
F5 Chp 3,radio,Pahang_Q27,A,B,C,D,B,Pahang 2024/Picture27.png
F5 Chp 3,radio,Melaka_Q28,A,B,C,D,B,Melaka 2024/Picture28.png
F5 Chp 3,radio,NegeriSembilan_Q28,A,B,C,D,C,Negeri Sembilan 2024/Picture28.png
F5 Chp 3,radio,Pahang_Q28,A,B,C,D,D,Pahang 2024/Picture28.png
F5 Chp 3,radio,Kedah_Q29,A,B,C,D,C,Kedah 2024/Picture29.png
F5 Chp 3,radio,Kelantan_Q29,A,B,C,D,C,Kelantan 2024/Picture29.png
F5 Chp 3,radio,KelantanYik_Q29,A,B,C,D,B,Kelantan YIK 2024/Picture29.png
F5 Chp 3,radio,Melaka_Q29,A,B,C,D,C,Melaka 2024/Picture29.png
F5 Chp 3,radio,PenangSet1_Q29,A,B,C,D,A,Penang Set 1 2024/Picture29.png
F5 Chp 3,radio,PenangSet2_Q29,A,B,C,D,B,Penang Set 2 2024/Picture29.png
F5 Chp 3,radio,Perak_Q29,A,B,C,D,B,Perak 2024/Picture29.png
F5 Chp 3,radio,Kedah_Q30,A,B,C,D,C,Kedah 2024/Picture30.png
F5 Chp 3,radio,Melaka_Q30,A,B,C,D,C,Melaka 2024/Picture30.png
F5 Chp 3,radio,PenangSet1_Q30,A,B,C,D,B,Penang Set 1 2024/Picture30.png
F5 Chp 3,radio,PenangSet2_Q30,A,B,C,D,C,Penang Set 2 2024/Picture30.png
F5 Chp 3,radio,Smka_Q31,A,B,C,D,C,SMKA 2024/Picture31.png
