title,type,question,A,B,C,D,answer,image
F4 Chp 3,radio,Kedah2024_Q03,A,B,C,D,D,Kedah 2024/Picture3.png
F4 Chp 3,radio,Melaka2024_Q03,A,B,C,D,B,Melaka 2024/Picture3.png
F4 Chp 3,radio,NegeriSembilan2024_Q03,A,B,C,D,D,Negeri Sembilan 2024/Picture3.png
F4 Chp 3,radio,Kedah2024_Q04,A,B,C,D,A,Kedah 2024/Picture4.png
F4 Chp 3,radio,Pahang2024_Q04,A,B,C,D,A,Pahang 2024/Picture4.png
F4 Chp 3,radio,Perak2024_Q04,A,B,C,D,C,Perak 2024/Picture4.png
F4 Chp 3,radio,SelangorSet12024_Q04,A,B,C,D,B,Selangor Set 1 2024/Picture4.png
F4 Chp 3,radio,SelangorSet22024_Q04,A,B,C,D,A,Selangor Set 2 2024/Picture4.png
F4 Chp 3,radio,Smka2024_Q04,A,B,C,D,B,SMKA 2024/Picture4.png
F4 Chp 3,radio,Kelantan2024_Q05,A,B,C,D,B,Kelantan 2024/Picture5.png
F4 Chp 3,radio,KelantanYik2024_Q05,A,B,C,D,D,Kelantan YIK 2024/Picture5.png
F4 Chp 3,radio,Pahang2024_Q05,A,B,C,D,B,Pahang 2024/Picture5.png
F4 Chp 3,radio,PenangSet12024_Q05,A,B,C,D,D,Penang Set 1 2024/Picture5.png
F4 Chp 3,radio,PenangSet22024_Q05,A,B,C,D,A,Penang Set 2 2024/Picture5.png
F4 Chp 3,radio,Perak2024_Q05,A,B,C,D,C,Perak 2024/Picture5.png
F4 Chp 3,radio,SelangorSet12024_Q05,A,B,C,D,C,Selangor Set 1 2024/Picture5.png
F4 Chp 3,radio,SelangorSet22024_Q05,A,B,C,D,B,Selangor Set 2 2024/Picture5.png
F4 Chp 3,radio,Smka2024_Q05,A,B,C,D,C,SMKA 2024/Picture5.png
F4 Chp 3,radio,Kelantan2024_Q06,A,B,C,D,C,Kelantan 2024/Picture6.png
F4 Chp 3,radio,KelantanYik2024_Q06,A,B,C,D,D,Kelantan YIK 2024/Picture6.png
F4 Chp 3,radio,PenangSet12024_Q06,A,B,C,D,C,Penang Set 1 2024/Picture6.png
F4 Chp 3,radio,PenangSet22024_Q06,A,B,C,D,B,Penang Set 2 2024/Picture6.png
F4 Chp 3,radio,Kelantan2024_Q07,A,B,C,D,C,Kelantan 2024/Picture7.png
