title,type,question,A,B,C,D,answer,image
F5 Chp 6,radio,Kelantan_Q34,A,B,C,D,D,Kelantan 2024/Picture34.png
F5 Chp 6,radio,KelantanYik_Q34,A,B,C,D,B,Kelantan YIK 2024/Picture34.png
F5 Chp 6,radio,Kelantan_Q35,A,B,C,D,B,Kelantan 2024/Picture35.png
F5 Chp 6,radio,KelantanYik_Q35,A,B,C,D,A,Kelantan YIK 2024/Picture35.png
F5 Chp 6,radio,NegeriSembilan_Q35,A,B,C,D,D,Negeri Sembilan 2024/Picture35.png
F5 Chp 6,radio,Pahang_Q35,A,B,C,D,D,Pahang 2024/Picture35.png
F5 Chp 6,radio,Kedah_Q36,A,B,C,D,B,Kedah 2024/Picture36.png
F5 Chp 6,radio,Melaka_Q36,A,B,C,D,D,Melaka 2024/Picture36.png
F5 Chp 6,radio,NegeriSembilan_Q36,A,B,C,D,A,Negeri Sembilan 2024/Picture36.png
F5 Chp 6,radio,Pahang_Q36,A,B,C,D,C,Pahang 2024/Picture36.png
F5 Chp 6,radio,Perak_Q36,A,B,C,D,C,Perak 2024/Picture36.png
F5 Chp 6,radio,Perak_Q37,A,B,C,D,D,Perak 2024/Picture37.png
F5 Chp 6,radio,Smka_Q37,A,B,C,D,C,SMKA 2024/Picture37.png
