title,type,question,A,B,C,D,answer,image
F4 Chp 5,radio,Melaka2025_Q06,A,B,C,D,B,Melaka 2025/Picture6.png
F4 Chp 5,radio,Muar2025_Q06,A,B,C,D,A,Muar 2025/Picture6.png
F4 Chp 5,radio,PasirGudang2025_Q06,A,B,C,D,A,Pasir Gudang 2025/Picture6.png
F4 Chp 5,radio,Melaka2025_Q07,A,B,C,D,A,Melaka 2025/Picture7.png
F4 Chp 5,radio,Perak2025_Q07,A,B,C,D,C,Perak 2025/Picture7.png
F4 Chp 5,radio,Kedah2025_Q08,A,B,C,D,C,Kedah 2025/Picture8.png
F4 Chp 5,radio,Kelantan2025_Q08,A,B,C,D,D,Kelantan 2025/Picture8.png
F4 Chp 5,radio,Melaka2025_Q08,A,B,C,D,B,Melaka 2025/Picture8.png
F4 Chp 5,radio,NegeriSembilan2025_Q08,A,B,C,D,B,Negeri Sembilan 2025/Picture8.png
F4 Chp 5,radio,Pahang2025_Q08,A,B,C,D,C,Pahang 2025/Picture8.png
F4 Chp 5,radio,Perak2025_Q08,A,B,C,D,D,Perak 2025/Picture8.png
F4 Chp 5,radio,Perlis2025_Q08,A,B,C,D,D,Perlis 2025/Picture8.png
F4 Chp 5,radio,Kedah2025_Q09,A,B,C,D,D,Kedah 2025/Picture9.png
F4 Chp 5,radio,KualaLumpur2025_Q09,A,B,C,D,A,Kuala Lumpur 2025/Picture9.png
F4 Chp 5,radio,NegeriSembilan2025_Q09,A,B,C,D,D,Negeri Sembilan 2025/Picture9.png
F4 Chp 5,radio,Pahang2025_Q09,A,B,C,D,C,Pahang 2025/Picture9.png
F4 Chp 5,radio,Perlis2025_Q09,A,B,C,D,A,Perlis 2025/Picture9.png
F4 Chp 5,radio,Selangor2025_Q09,A,B,C,D,A,Selangor 2025/Picture9.png
F4 Chp 5,radio,Kedah2025_Q10,A,B,C,D,C,Kedah 2025/Picture10.png
F4 Chp 5,radio,KualaLumpur2025_Q10,A,B,C,D,B,Kuala Lumpur 2025/Picture10.png
F4 Chp 5,radio,Pahang2025_Q10,A,B,C,D,A,Pahang 2025/Picture10.png
F4 Chp 5,radio,Perlis2025_Q10,A,B,C,D,B,Perlis 2025/Picture10.png
F4 Chp 5,radio,Putrajaya2025_Q10,A,B,C,D,B,Putrajaya 2025/Picture10.png
F4 Chp 5,radio,Selangor2025_Q10,A,B,C,D,C,Selangor 2025/Picture10.png
F4 Chp 5,radio,KualaLumpur2025_Q11,A,B,C,D,D,Kuala Lumpur 2025/Picture11.png
F4 Chp 5,radio,Perlis2025_Q11,A,B,C,D,C,Perlis 2025/Picture11.png
F4 Chp 5,radio,Putrajaya2025_Q11,A,B,C,D,D,Putrajaya 2025/Picture11.png
F4 Chp 5,radio,Selangor2025_Q11,A,B,C,D,D,Selangor 2025/Picture11.png
