title,type,question,A,B,C,D,answer,image
F5 Chp 4,radio,Melaka2025_Q24,A,B,C,D,D,Melaka 2025/Picture24.png
F5 Chp 4,radio,Muar2025_Q28,A,B,C,D,B,Muar 2025/Picture28.png
F5 Chp 4,radio,Pahang2025_Q28,A,B,C,D,D,Pahang 2025/Picture28.png
F5 Chp 4,radio,PasirGudang2025_Q28,A,B,C,D,B,Pasir Gudang 2025/Picture28.png
F5 Chp 4,radio,Kelantan2025_Q29,A,B,C,D,A,Kelantan 2025/Picture29.png
F5 Chp 4,radio,KualaLumpur2025_Q29,A,B,C,D,C,Kuala Lumpur 2025/Picture29.png
F5 Chp 4,radio,Muar2025_Q29,A,B,C,D,A,Muar 2025/Picture29.png
F5 Chp 4,radio,NegeriSembilan2025_Q29,A,B,C,D,D,Negeri Sembilan 2025/Picture29.png
F5 Chp 4,radio,Pahang2025_Q29,A,B,C,D,A,Pahang 2025/Picture29.png
F5 Chp 4,radio,PasirGudang2025_Q29,A,B,C,D,A,Pasir Gudang 2025/Picture29.png
F5 Chp 4,radio,Selangor2025_Q29,A,B,C,D,D,Selangor 2025/Picture29.png
F5 Chp 4,radio,Kelantan2025_Q30,A,B,C,D,B,Kelantan 2025/Picture30.png
F5 Chp 4,radio,KualaLumpur2025_Q30,A,B,C,D,D,Kuala Lumpur 2025/Picture30.png
F5 Chp 4,radio,Melaka2025_Q30,A,B,C,D,A,Melaka 2025/Picture30.png
F5 Chp 4,radio,NegeriSembilan2025_Q30,A,B,C,D,D,Negeri Sembilan 2025/Picture30.png
F5 Chp 4,radio,Perak2025_Q30,A,B,C,D,C,Perak 2025/Picture30.png
F5 Chp 4,radio,Selangor2025_Q30,A,B,C,D,B,Selangor 2025/Picture30.png
F5 Chp 4,radio,Kedah2025_Q31,A,B,C,D,A,Kedah 2025/Picture31.png
F5 Chp 4,radio,Perak2025_Q31,A,B,C,D,D,Perak 2025/Picture31.png
F5 Chp 4,radio,Kedah2025_Q32,A,B,C,D,B,Kedah 2025/Picture32.png
F5 Chp 4,radio,Perlis2025_Q32,A,B,C,D,B,Perlis 2025/Picture32.png
F5 Chp 4,radio,Putrajaya2025_Q33,A,B,C,D,A,Putrajaya 2025/Picture33.png
F5 Chp 4,radio,Putrajaya2025_Q34,A,B,C,D,C,Putrajaya 2025/Picture34.png
