title,type,question,A,B,C,D,answer,image
F5 Chp 1,radio,Melaka2024_Q21,A,B,C,D,C,Melaka 2024/Picture21.png
F5 Chp 1,radio,Pahang2024_Q21,A,B,C,D,A,Pahang 2024/Picture21.png
F5 Chp 1,radio,SelangorSet12024_Q21,A,B,C,D,C,Selangor Set 1 2024/Picture21.png
F5 Chp 1,radio,SelangorSet22024_Q21,A,B,C,D,A,Selangor Set 2 2024/Picture21.png
F5 Chp 1,radio,Melaka2024_Q22,A,B,C,D,B,Melaka 2024/Picture22.png
F5 Chp 1,radio,Pahang2024_Q22,A,B,C,D,B,Pahang 2024/Picture22.png
F5 Chp 1,radio,SelangorSet12024_Q22,A,B,C,D,B,Selangor Set 1 2024/Picture22.png
F5 Chp 1,radio,SelangorSet22024_Q22,A,B,C,D,A,Selangor Set 2 2024/Picture22.png
F5 Chp 1,radio,Melaka2024_Q23,A,B,C,D,A,Melaka 2024/Picture23.png
F5 Chp 1,radio,NegeriSembilan2024_Q23,A,B,C,D,B,Negeri Sembilan 2024/Picture23.png
F5 Chp 1,radio,PenangSet12024_Q23,A,B,C,D,C,Penang Set 1 2024/Picture23.png
F5 Chp 1,radio,PenangSet22024_Q23,A,B,C,D,C,Penang Set 2 2024/Picture23.png
F5 Chp 1,radio,Kedah2024_Q24,A,B,C,D,B,Kedah 2024/Picture24.png
F5 Chp 1,radio,Kelantan2024_Q24,A,B,C,D,A,Kelantan 2024/Picture24.png
F5 Chp 1,radio,KelantanYik2024_Q24,A,B,C,D,D,Kelantan YIK 2024/Picture24.png
F5 Chp 1,radio,NegeriSembilan2024_Q24,A,B,C,D,B,Negeri Sembilan 2024/Picture24.png
F5 Chp 1,radio,PenangSet12024_Q24,A,B,C,D,D,Penang Set 1 2024/Picture24.png
F5 Chp 1,radio,PenangSet22024_Q24,A,B,C,D,D,Penang Set 2 2024/Picture24.png
F5 Chp 1,radio,Perak2024_Q24,A,B,C,D,A,Perak 2024/Picture24.png
F5 Chp 1,radio,Kedah2024_Q25,A,B,C,D,C,Kedah 2024/Picture25.png
F5 Chp 1,radio,Kelantan2024_Q25,A,B,C,D,D,Kelantan 2024/Picture25.png
F5 Chp 1,radio,KelantanYik2024_Q25,A,B,C,D,D,Kelantan YIK 2024/Picture25.png
F5 Chp 1,radio,Perak2024_Q25,A,B,C,D,C,Perak 2024/Picture25.png
F5 Chp 1,radio,Smka2024_Q26,A,B,C,D,C,SMKA 2024/Picture26.png
