title,type,question,A,B,C,D,answer,image
F4 Chp 6 2025,radio,Kedah_Q01,A,B,C,D,B,Kedah_Q01.png
,radio,Kedah_Q02,A,B,C,D,A,Kedah_Q02.png
,radio,Kelantan_Q01,A,B,C,D,B,Kelantan_Q01.png
,radio,Kelantan_Q02,A,B,C,D,A,Kelantan_Q02.png
,radio,Melaka_Q01,A,B,C,D,D,Melaka_Q01.png
,radio,Melaka_Q02,A,B,C,D,D,Melaka_Q02.png
,radio,Muar_Q01,A,B,C,D,D,Muar_Q01.png
,radio,Muar_Q02,A,B,C,D,C,Muar_Q02.png
,radio,Pahang_Q01,A,B,C,D,C,Pahang_Q01.png
,radio,PasirGudang_Q01,A,B,C,D,C,PasirGudang_Q01.png
,radio,PasirGudang_Q02,A,B,C,D,C,PasirGudang_Q02.png
,radio,Perak_Q01,A,B,C,D,D,Perak_Q01.png
,radio,Perak_Q02,A,B,C,D,B,Perak_Q02.png
,radio,Perlis_Q01,A,B,C,D,C,Perlis_Q01.png
,radio,Perlis_Q02,A,B,C,D,D,Perlis_Q02.png
,radio,Selangor_Q01,A,B,C,D,C,Selangor_Q01.png
,radio,Selangor_Q02,A,B,C,D,B,Selangor_Q02.png
