title,type,question,A,B,C,D,answer,image
F4 Chp 4 2025,radio,Kedah_Q01,A,B,C,D,C,Kedah_Q01.png
,radio,Kedah_Q02,A,B,C,D,B,Kedah_Q02.png
,radio,Kedah_Q03,A,B,C,D,D,Kedah_Q03.png
,radio,Kelantan_Q01,A,B,C,D,A,Kelantan_Q01.png
,radio,Kelantan_Q02,A,B,C,D,C,Kelantan_Q02.png
,radio,Melaka_Q01,A,B,C,D,D,Melaka_Q01.png
,radio,Melaka_Q02,A,B,C,D,C,Melaka_Q02.png
,radio,Muar_Q01,A,B,C,D,C,Muar_Q01.png
,radio,Muar_Q02,A,B,C,D,C,Muar_Q02.png
,radio,Muar_Q03,A,B,C,D,A,Muar_Q03.png
,radio,Muar_Q04,A,B,C,D,B,Muar_Q04.png
,radio,Pahang_Q01,A,B,C,D,D,Pahang_Q01.png
,radio,Pahang_Q02,A,B,C,D,A,Pahang_Q02.png
,radio,PasirGudang_Q01,A,B,C,D,D,PasirGudang_Q01.png
,radio,PasirGudang_Q02,A,B,C,D,B,PasirGudang_Q02.png
,radio,Perak_Q01,A,B,C,D,B,Perak_Q01.png
,radio,Perak_Q02,A,B,C,D,A,Perak_Q02.png
,radio,Perlis_Q01,A,B,C,D,A,Perlis_Q01.png
,radio,Selangor_Q01,A,B,C,D,B,Selangor_Q01.png
,radio,Selangor_Q02,A,B,C,D,C,Selangor_Q02.png
,radio,Selangor_Q03,A,B,C,D,D,Selangor_Q03.png
