title,type,question,A,B,C,D,answer,image
F4 Chp 3,radio,Kedah_Q03,A,B,C,D,D,SC-SPM/Kedah 2024/Picture3.png
F4 Chp 3,radio,Kedah_Q03,A,B,C,D,D,SC-SPM/Kedah 2024/Picture3.png
F4 Chp 3,radio,Melaka_Q03,A,B,C,D,B,SC-SPM/Melaka 2024/Picture3.png
F4 Chp 3,radio,Melaka_Q03,A,B,C,D,B,SC-SPM/Melaka 2024/Picture3.png
F4 Chp 3,radio,NegeriSembilan_Q03,A,B,C,D,D,SC-SPM/Negeri Sembilan 2024/Picture3.png
F4 Chp 3,radio,NegeriSembilan_Q03,A,B,C,D,D,SC-SPM/Negeri Sembilan 2024/Picture3.png
F4 Chp 3,radio,Kedah_Q04,A,B,C,D,A,SC-SPM/Kedah 2024/Picture4.png
F4 Chp 3,radio,Kedah_Q04,A,B,C,D,A,SC-SPM/Kedah 2024/Picture4.png
F4 Chp 3,radio,Pahang_Q04,A,B,C,D,A,SC-SPM/Pahang 2024/Picture4.png
F4 Chp 3,radio,Pahang_Q04,A,B,C,D,A,SC-SPM/Pahang 2024/Picture4.png
F4 Chp 3,radio,Perak_Q04,A,B,C,D,C,SC-SPM/Perak 2024/Picture4.png
F4 Chp 3,radio,Perak_Q04,A,B,C,D,C,SC-SPM/Perak 2024/Picture4.png
F4 Chp 3,radio,SelangorSet_Q04,A,B,C,D,B,SC-SPM/Selangor Set 1 2024/Picture4.png
F4 Chp 3,radio,SelangorSet_Q04,A,B,C,D,B,SC-SPM/Selangor Set 1 2024/Picture4.png
F4 Chp 3,radio,SelangorSet_Q04,A,B,C,D,A,SC-SPM/Selangor Set 2 2024/Picture4.png
F4 Chp 3,radio,SelangorSet_Q04,A,B,C,D,A,SC-SPM/Selangor Set 2 2024/Picture4.png
F4 Chp 3,radio,Smka_Q04,A,B,C,D,B,SC-SPM/SMKA 2024/Picture4.png
F4 Chp 3,radio,Smka_Q04,A,B,C,D,B,SC-SPM/SMKA 2024/Picture4.png
F4 Chp 3,radio,Kelantan_Q05,A,B,C,D,B,SC-SPM/Kelantan 2024/Picture5.png
F4 Chp 3,radio,Kelantan_Q05,A,B,C,D,B,SC-SPM/Kelantan 2024/Picture5.png
F4 Chp 3,radio,KelantanYik_Q05,A,B,C,D,D,SC-SPM/Kelantan YIK 2024/Picture5.png
F4 Chp 3,radio,KelantanYik_Q05,A,B,C,D,D,SC-SPM/Kelantan YIK 2024/Picture5.png
F4 Chp 3,radio,Pahang_Q05,A,B,C,D,B,SC-SPM/Pahang 2024/Picture5.png
F4 Chp 3,radio,Pahang_Q05,A,B,C,D,B,SC-SPM/Pahang 2024/Picture5.png
F4 Chp 3,radio,PenangSet_Q05,A,B,C,D,D,SC-SPM/Penang Set 1 2024/Picture5.png
F4 Chp 3,radio,PenangSet_Q05,A,B,C,D,D,SC-SPM/Penang Set 1 2024/Picture5.png
F4 Chp 3,radio,PenangSet_Q05,A,B,C,D,A,SC-SPM/Penang Set 2 2024/Picture5.png
F4 Chp 3,radio,PenangSet_Q05,A,B,C,D,A,SC-SPM/Penang Set 2 2024/Picture5.png
F4 Chp 3,radio,Perak_Q05,A,B,C,D,C,SC-SPM/Perak 2024/Picture5.png
F4 Chp 3,radio,Perak_Q05,A,B,C,D,C,SC-SPM/Perak 2024/Picture5.png
F4 Chp 3,radio,SelangorSet_Q05,A,B,C,D,C,SC-SPM/Selangor Set 1 2024/Picture5.png
F4 Chp 3,radio,SelangorSet_Q05,A,B,C,D,C,SC-SPM/Selangor Set 1 2024/Picture5.png
F4 Chp 3,radio,SelangorSet_Q05,A,B,C,D,B,SC-SPM/Selangor Set 2 2024/Picture5.png
F4 Chp 3,radio,SelangorSet_Q05,A,B,C,D,B,SC-SPM/Selangor Set 2 2024/Picture5.png
F4 Chp 3,radio,Smka_Q05,A,B,C,D,C,SC-SPM/SMKA 2024/Picture5.png
F4 Chp 3,radio,Smka_Q05,A,B,C,D,C,SC-SPM/SMKA 2024/Picture5.png
F4 Chp 3,radio,Kelantan_Q06,A,B,C,D,C,SC-SPM/Kelantan 2024/Picture6.png
F4 Chp 3,radio,Kelantan_Q06,A,B,C,D,C,SC-SPM/Kelantan 2024/Picture6.png
F4 Chp 3,radio,KelantanYik_Q06,A,B,C,D,D,SC-SPM/Kelantan YIK 2024/Picture6.png
F4 Chp 3,radio,KelantanYik_Q06,A,B,C,D,D,SC-SPM/Kelantan YIK 2024/Picture6.png
F4 Chp 3,radio,PenangSet_Q06,A,B,C,D,C,SC-SPM/Penang Set 1 2024/Picture6.png
F4 Chp 3,radio,PenangSet_Q06,A,B,C,D,C,SC-SPM/Penang Set 1 2024/Picture6.png
F4 Chp 3,radio,PenangSet_Q06,A,B,C,D,D,SC-SPM/Penang Set 2 2024/Picture6.png
F4 Chp 3,radio,PenangSet_Q06,A,B,C,D,D,SC-SPM/Penang Set 2 2024/Picture6.png
F4 Chp 3,radio,Kelantan_Q07,A,B,C,D,C,SC-SPM/Kelantan 2024/Picture7.png
F4 Chp 3,radio,Kelantan_Q07,A,B,C,D,C,SC-SPM/Kelantan 2024/Picture7.png
F4 Chp 3,radio,SelangorSet_Q27,A,B,C,D,B,SC-SPM/Selangor Set 1 2024/Picture27.png
F4 Chp 3,radio,SelangorSet_Q27,A,B,C,D,B,SC-SPM/Selangor Set 1 2024/Picture27.png
F4 Chp 3,radio,SelangorSet_Q27,A,B,C,D,C,SC-SPM/Selangor Set 2 2024/Picture27.png
F4 Chp 3,radio,SelangorSet_Q27,A,B,C,D,C,SC-SPM/Selangor Set 2 2024/Picture27.png
F4 Chp 3,radio,SelangorSet_Q28,A,B,C,D,A,SC-SPM/Selangor Set 1 2024/Picture28.png
F4 Chp 3,radio,SelangorSet_Q28,A,B,C,D,A,SC-SPM/Selangor Set 1 2024/Picture28.png
F4 Chp 3,radio,SelangorSet_Q28,A,B,C,D,D,SC-SPM/Selangor Set 2 2024/Picture28.png
F4 Chp 3,radio,SelangorSet_Q28,A,B,C,D,D,SC-SPM/Selangor Set 2 2024/Picture28.png
F4 Chp 3,radio,SelangorSet_Q29,A,B,C,D,B,SC-SPM/Selangor Set 1 2024/Picture29.png
F4 Chp 3,radio,SelangorSet_Q29,A,B,C,D,B,SC-SPM/Selangor Set 1 2024/Picture29.png
F4 Chp 3,radio,SelangorSet_Q29,A,B,C,D,B,SC-SPM/Selangor Set 2 2024/Picture29.png
F4 Chp 3,radio,SelangorSet_Q29,A,B,C,D,B,SC-SPM/Selangor Set 2 2024/Picture29.png
