title,type,question,A,B,C,D,answer,image
F5 Chp 5,radio,Pahang_Q31,A,B,C,D,C,Pahang 2024/Picture31.png
F5 Chp 5,radio,Kelantan_Q32,A,B,C,D,D,Kelantan 2024/Picture32.png
F5 Chp 5,radio,KelantanYik_Q32,A,B,C,D,B,Kelantan YIK 2024/Picture32.png
F5 Chp 5,radio,NegeriSembilan_Q32,A,B,C,D,C,Negeri Sembilan 2024/Picture32.png
F5 Chp 5,radio,Pahang_Q32,A,B,C,D,A,Pahang 2024/Picture32.png
F5 Chp 5,radio,Kedah_Q33,A,B,C,D,A,Kedah 2024/Picture33.png
F5 Chp 5,radio,Kelantan_Q33,A,B,C,D,A,Kelantan 2024/Picture33.png
F5 Chp 5,radio,KelantanYik_Q33,A,B,C,D,C,Kelantan YIK 2024/Picture33.png
F5 Chp 5,radio,Melaka_Q33,A,B,C,D,B,Melaka 2024/Picture33.png
F5 Chp 5,radio,NegeriSembilan_Q33,A,B,C,D,B,Negeri Sembilan 2024/Picture33.png
F5 Chp 5,radio,Pahang_Q33,A,B,C,D,C,Pahang 2024/Picture33.png
F5 Chp 5,radio,PenangSet_Q33,A,B,C,D,C,Penang Set 1 2024/Picture33.png
F5 Chp 5,radio,PenangSet_Q33,A,B,C,D,C,Penang Set 2 2024/Picture33.png
F5 Chp 5,radio,Perak_Q33,A,B,C,D,C,Perak 2024/Picture33.png
F5 Chp 5,radio,Kedah_Q34,A,B,C,D,A,Kedah 2024/Picture34.png
F5 Chp 5,radio,Melaka_Q34,A,B,C,D,D,Melaka 2024/Picture34.png
F5 Chp 5,radio,NegeriSembilan_Q34,A,B,C,D,B,Negeri Sembilan 2024/Picture34.png
F5 Chp 5,radio,Pahang_Q34,A,B,C,D,B,Pahang 2024/Picture34.png
F5 Chp 5,radio,PenangSet_Q34,A,B,C,D,A,Penang Set 1 2024/Picture34.png
F5 Chp 5,radio,PenangSet_Q34,A,B,C,D,D,Penang Set 2 2024/Picture34.png
F5 Chp 5,radio,Perak_Q34,A,B,C,D,A,Perak 2024/Picture34.png
F5 Chp 5,radio,Smka_Q34,A,B,C,D,C,SMKA 2024/Picture34.png
F5 Chp 5,radio,Kedah_Q35,A,B,C,D,A,Kedah 2024/Picture35.png
F5 Chp 5,radio,Melaka_Q35,A,B,C,D,A,Melaka 2024/Picture35.png
F5 Chp 5,radio,Perak_Q35,A,B,C,D,B,Perak 2024/Picture35.png
F5 Chp 5,radio,Smka_Q35,A,B,C,D,A,SMKA 2024/Picture35.png
F5 Chp 5,radio,Smka_Q36,A,B,C,D,B,SMKA 2024/Picture36.png
