title,type,question,A,B,C,D,answer,image
F5 Chp 2,radio,Pahang_Q23,A,B,C,D,D,Pahang 2024/Picture23.png
F5 Chp 2,radio,SelangorSet_Q23,A,B,C,D,A,Selangor Set 1 2024/Picture23.png
F5 Chp 2,radio,SelangorSet_Q23,A,B,C,D,A,Selangor Set 2 2024/Picture23.png
F5 Chp 2,radio,Melaka_Q24,A,B,C,D,C,Melaka 2024/Picture24.png
F5 Chp 2,radio,Pahang_Q24,A,B,C,D,C,Pahang 2024/Picture24.png
F5 Chp 2,radio,Melaka_Q25,A,B,C,D,D,Melaka 2024/Picture25.png
F5 Chp 2,radio,NegeriSembilan_Q25,A,B,C,D,A,Negeri Sembilan 2024/Picture25.png
F5 Chp 2,radio,Pahang_Q25,A,B,C,D,A,Pahang 2024/Picture25.png
F5 Chp 2,radio,PenangSet_Q25,A,B,C,D,A,Penang Set 1 2024/Picture25.png
F5 Chp 2,radio,PenangSet_Q25,A,B,C,D,B,Penang Set 2 2024/Picture25.png
F5 Chp 2,radio,Kedah_Q26,A,B,C,D,C,Kedah 2024/Picture26.png
F5 Chp 2,radio,Kelantan_Q26,A,B,C,D,B,Kelantan 2024/Picture26.png
F5 Chp 2,radio,KelantanYik_Q26,A,B,C,D,A,Kelantan YIK 2024/Picture26.png
F5 Chp 2,radio,Melaka_Q26,A,B,C,D,D,Melaka 2024/Picture26.png
F5 Chp 2,radio,NegeriSembilan_Q26,A,B,C,D,D,Negeri Sembilan 2024/Picture26.png
F5 Chp 2,radio,Pahang_Q26,A,B,C,D,C,Pahang 2024/Picture26.png
F5 Chp 2,radio,PenangSet_Q26,A,B,C,D,A,Penang Set 1 2024/Picture26.png
F5 Chp 2,radio,PenangSet_Q26,A,B,C,D,D,Penang Set 2 2024/Picture26.png
F5 Chp 2,radio,Perak_Q26,A,B,C,D,D,Perak 2024/Picture26.png
F5 Chp 2,radio,Kedah_Q27,A,B,C,D,A,Kedah 2024/Picture27.png
F5 Chp 2,radio,Kelantan_Q27,A,B,C,D,C,Kelantan 2024/Picture27.png
F5 Chp 2,radio,KelantanYik_Q27,A,B,C,D,C,Kelantan YIK 2024/Picture27.png
F5 Chp 2,radio,Melaka_Q27,A,B,C,D,C,Melaka 2024/Picture27.png
F5 Chp 2,radio,PenangSet_Q27,A,B,C,D,C,Penang Set 1 2024/Picture27.png
F5 Chp 2,radio,PenangSet_Q27,A,B,C,D,C,Penang Set 2 2024/Picture27.png
F5 Chp 2,radio,Perak_Q27,A,B,C,D,C,Perak 2024/Picture27.png
F5 Chp 2,radio,Smka_Q27,A,B,C,D,B,SMKA 2024/Picture27.png
F5 Chp 2,radio,Kedah_Q28,A,B,C,D,D,Kedah 2024/Picture28.png
F5 Chp 2,radio,Kelantan_Q28,A,B,C,D,A,Kelantan 2024/Picture28.png
F5 Chp 2,radio,KelantanYik_Q28,A,B,C,D,B,Kelantan YIK 2024/Picture28.png
F5 Chp 2,radio,PenangSet_Q28,A,B,C,D,B,Penang Set 1 2024/Picture28.png
F5 Chp 2,radio,PenangSet_Q28,A,B,C,D,A,Penang Set 2 2024/Picture28.png
F5 Chp 2,radio,Perak_Q28,A,B,C,D,B,Perak 2024/Picture28.png
F5 Chp 2,radio,Smka_Q28,A,B,C,D,D,SMKA 2024/Picture28.png
F5 Chp 2,radio,Smka_Q29,A,B,C,D,B,SMKA 2024/Picture29.png
F5 Chp 2,radio,Perak_Q30,A,B,C,D,B,Perak 2024/Picture30.png
F5 Chp 2,radio,Smka_Q30,A,B,C,D,D,SMKA 2024/Picture30.png
