title,type,question,A,B,C,D,answer,image
F4 Chp 4,radio,Melaka_Q04,A,B,C,D,A,ByChapter_2024/Melaka 2024/Picture4.png
F4 Chp 4,radio,NegeriSembilan_Q04,A,B,C,D,C,ByChapter_2024/Negeri Sembilan 2024/Picture4.png
F4 Chp 4,radio,Kedah_Q05,A,B,C,D,D,ByChapter_2024/Kedah 2024/Picture5.png
F4 Chp 4,radio,NegeriSembilan_Q05,A,B,C,D,B,ByChapter_2024/Negeri Sembilan 2024/Picture5.png
F4 Chp 4,radio,Kedah_Q06,A,B,C,D,A,ByChapter_2024/Kedah 2024/Picture6.png
F4 Chp 4,radio,Pahang_Q06,A,B,C,D,A,ByChapter_2024/Pahang 2024/Picture6.png
F4 Chp 4,radio,Perak_Q06,A,B,C,D,A,ByChapter_2024/Perak 2024/Picture6.png
F4 Chp 4,radio,SelangorSet_Q06,A,B,C,D,A,ByChapter_2024/Selangor Set 1 2024/Picture6.png
F4 Chp 4,radio,SelangorSet_Q06,A,B,C,D,A,ByChapter_2024/Selangor Set 2 2024/Picture6.png
F4 Chp 4,radio,Smka_Q06,A,B,C,D,B,ByChapter_2024/SMKA 2024/Picture6.png
F4 Chp 4,radio,KelantanYik_Q07,A,B,C,D,B,ByChapter_2024/Kelantan YIK 2024/Picture7.png
F4 Chp 4,radio,Pahang_Q07,A,B,C,D,B,ByChapter_2024/Pahang 2024/Picture7.png
F4 Chp 4,radio,PenangSet_Q07,A,B,C,D,A,ByChapter_2024/Penang Set 1 2024/Picture7.png
F4 Chp 4,radio,PenangSet_Q07,A,B,C,D,B,ByChapter_2024/Penang Set 2 2024/Picture7.png
F4 Chp 4,radio,Perak_Q07,A,B,C,D,B,ByChapter_2024/Perak 2024/Picture7.png
F4 Chp 4,radio,SelangorSet_Q07,A,B,C,D,D,ByChapter_2024/Selangor Set 1 2024/Picture7.png
F4 Chp 4,radio,SelangorSet_Q07,A,B,C,D,D,ByChapter_2024/Selangor Set 2 2024/Picture7.png
F4 Chp 4,radio,Smka_Q07,A,B,C,D,A,ByChapter_2024/SMKA 2024/Picture7.png
F4 Chp 4,radio,Kelantan_Q08,A,B,C,D,D,ByChapter_2024/Kelantan 2024/Picture8.png
F4 Chp 4,radio,KelantanYik_Q08,A,B,C,D,C,ByChapter_2024/Kelantan YIK 2024/Picture8.png
F4 Chp 4,radio,PenangSet_Q08,A,B,C,D,C,ByChapter_2024/Penang Set 1 2024/Picture8.png
F4 Chp 4,radio,PenangSet_Q08,A,B,C,D,A,ByChapter_2024/Penang Set 2 2024/Picture8.png
F4 Chp 4,radio,SelangorSet_Q08,A,B,C,D,D,ByChapter_2024/Selangor Set 1 2024/Picture8.png
F4 Chp 4,radio,SelangorSet_Q08,A,B,C,D,A,ByChapter_2024/Selangor Set 2 2024/Picture8.png
F4 Chp 4,radio,Kelantan_Q09,A,B,C,D,D,ByChapter_2024/Kelantan 2024/Picture9.png
F4 Chp 4,radio,Kelantan_Q10,A,B,C,D,C,ByChapter_2024/Kelantan 2024/Picture10.png
