title,type,question,A,B,C,D,answer,image
F4 Chp 11,radio,Melaka_Q16,A,B,C,D,A,ByChapter_2024/Melaka 2024/Picture16.png
F4 Chp 11,radio,Melaka_Q17,A,B,C,D,C,ByChapter_2024/Melaka 2024/Picture17.png
F4 Chp 11,radio,Pahang_Q17,A,B,C,D,B,ByChapter_2024/Pahang 2024/Picture17.png
F4 Chp 11,radio,Melaka_Q18,A,B,C,D,D,ByChapter_2024/Melaka 2024/Picture18.png
F4 Chp 11,radio,Pahang_Q18,A,B,C,D,C,ByChapter_2024/Pahang 2024/Picture18.png
F4 Chp 11,radio,NegeriSembilan_Q19,A,B,C,D,D,ByChapter_2024/Negeri Sembilan 2024/Picture19.png
F4 Chp 11,radio,PenangSet_Q19,A,B,C,D,B,ByChapter_2024/Penang Set 1 2024/Picture19.png
F4 Chp 11,radio,PenangSet_Q19,A,B,C,D,D,ByChapter_2024/Penang Set 2 2024/Picture19.png
F4 Chp 11,radio,SelangorSet_Q19,A,B,C,D,D,ByChapter_2024/Selangor Set 1 2024/Picture19.png
F4 Chp 11,radio,SelangorSet_Q19,A,B,C,D,B,ByChapter_2024/Selangor Set 2 2024/Picture19.png
F4 Chp 11,radio,Kedah_Q20,A,B,C,D,B,ByChapter_2024/Kedah 2024/Picture20.png
F4 Chp 11,radio,Kelantan_Q20,A,B,C,D,C,ByChapter_2024/Kelantan 2024/Picture20.png
F4 Chp 11,radio,NegeriSembilan_Q20,A,B,C,D,A,ByChapter_2024/Negeri Sembilan 2024/Picture20.png
F4 Chp 11,radio,PenangSet_Q20,A,B,C,D,A,ByChapter_2024/Penang Set 1 2024/Picture20.png
F4 Chp 11,radio,PenangSet_Q20,A,B,C,D,B,ByChapter_2024/Penang Set 2 2024/Picture20.png
F4 Chp 11,radio,Perak_Q20,A,B,C,D,B,ByChapter_2024/Perak 2024/Picture20.png
F4 Chp 11,radio,Kedah_Q21,A,B,C,D,C,ByChapter_2024/Kedah 2024/Picture21.png
F4 Chp 11,radio,Kelantan_Q21,A,B,C,D,B,ByChapter_2024/Kelantan 2024/Picture21.png
F4 Chp 11,radio,KelantanYik_Q21,A,B,C,D,D,ByChapter_2024/Kelantan YIK 2024/Picture21.png
F4 Chp 11,radio,Perak_Q21,A,B,C,D,B,ByChapter_2024/Perak 2024/Picture21.png
F4 Chp 11,radio,KelantanYik_Q22,A,B,C,D,A,ByChapter_2024/Kelantan YIK 2024/Picture22.png
F4 Chp 11,radio,Perak_Q22,A,B,C,D,D,ByChapter_2024/Perak 2024/Picture22.png
F4 Chp 11,radio,Smka_Q22,A,B,C,D,A,ByChapter_2024/SMKA 2024/Picture22.png
F4 Chp 11,radio,Smka_Q23,A,B,C,D,D,ByChapter_2024/SMKA 2024/Picture23.png
