title,type,question,A,B,C,D,answer,image
F4 Chp 1,radio,Kedah_Q01,A,B,C,D,B,ByChapter_2024/Kedah 2024/Picture1.png
F4 Chp 1,radio,Kelantan_Q01,A,B,C,D,C,ByChapter_2024/Kelantan 2024/Picture1.png
F4 Chp 1,radio,KelantanYik_Q01,A,B,C,D,C,ByChapter_2024/Kelantan YIK 2024/Picture1.png
F4 Chp 1,radio,Melaka_Q01,A,B,C,D,A,ByChapter_2024/Melaka 2024/Picture1.png
F4 Chp 1,radio,NegeriSembilan_Q01,A,B,C,D,D,ByChapter_2024/Negeri Sembilan 2024/Picture1.png
F4 Chp 1,radio,Pahang_Q01,A,B,C,D,C,ByChapter_2024/Pahang 2024/Picture1.png
F4 Chp 1,radio,PenangSet_Q01,A,B,C,D,C,ByChapter_2024/Penang Set 1 2024/Picture1.png
F4 Chp 1,radio,PenangSet_Q01,A,B,C,D,B,ByChapter_2024/Penang Set 2 2024/Picture1.png
F4 Chp 1,radio,Perak_Q01,A,B,C,D,A,ByChapter_2024/Perak 2024/Picture1.png
F4 Chp 1,radio,SelangorSet_Q01,A,B,C,D,A,ByChapter_2024/Selangor Set 1 2024/Picture1.png
F4 Chp 1,radio,SelangorSet_Q01,A,B,C,D,B,ByChapter_2024/Selangor Set 2 2024/Picture1.png
F4 Chp 1,radio,Smka_Q01,A,B,C,D,A,ByChapter_2024/SMKA 2024/Picture1.png
F4 Chp 1,radio,Kelantan_Q02,A,B,C,D,D,ByChapter_2024/Kelantan 2024/Picture2.png
F4 Chp 1,radio,KelantanYik_Q02,A,B,C,D,D,ByChapter_2024/Kelantan YIK 2024/Picture2.png
F4 Chp 1,radio,PenangSet_Q02,A,B,C,D,C,ByChapter_2024/Penang Set 1 2024/Picture2.png
F4 Chp 1,radio,PenangSet_Q02,A,B,C,D,C,ByChapter_2024/Penang Set 2 2024/Picture2.png
F4 Chp 1,radio,Perak_Q02,A,B,C,D,D,ByChapter_2024/Perak 2024/Picture2.png
F4 Chp 1,radio,SelangorSet_Q02,A,B,C,D,D,ByChapter_2024/Selangor Set 1 2024/Picture2.png
F4 Chp 1,radio,SelangorSet_Q02,A,B,C,D,A,ByChapter_2024/Selangor Set 2 2024/Picture2.png
F4 Chp 1,radio,Smka_Q02,A,B,C,D,D,ByChapter_2024/SMKA 2024/Picture2.png
