title,type,question,A,B,C,D,answer,image
F4 Chp 6 2025,radio,Kedah_Q11,A,B,C,D,B,F4 Chp 6\Kedah_Q11.png
,radio,Kedah_Q12,A,B,C,D,A,F4 Chp 6\Kedah_Q12.png
,radio,Kelantan_Q09,A,B,C,D,B,F4 Chp 6\Kelantan_Q09.png
,radio,Kelantan_Q10,A,B,C,D,A,F4 Chp 6\Kelantan_Q10.png
,radio,Melaka_Q09,A,B,C,D,D,F4 Chp 6\Melaka_Q09.png
,radio,Melaka_Q10,A,B,C,D,D,F4 Chp 6\Melaka_Q10.png
,radio,Muar_Q07,A,B,C,D,D,F4 Chp 6\Muar_Q07.png
,radio,Muar_Q08,A,B,C,D,C,F4 Chp 6\Muar_Q08.png
,radio,Pahang_Q11,A,B,C,D,C,F4 Chp 6\Pahang_Q11.png
,radio,PasirGudang_Q07,A,B,C,D,C,F4 Chp 6\PasirGudang_Q07.png
,radio,PasirGudang_Q08,A,B,C,D,C,F4 Chp 6\PasirGudang_Q08.png
,radio,Perak_Q09,A,B,C,D,D,F4 Chp 6\Perak_Q09.png
,radio,Perak_Q10,A,B,C,D,B,F4 Chp 6\Perak_Q10.png
,radio,Perlis_Q12,A,B,C,D,C,F4 Chp 6\Perlis_Q12.png
,radio,Perlis_Q13,A,B,C,D,D,F4 Chp 6\Perlis_Q13.png
,radio,Selangor_Q12,A,B,C,D,C,F4 Chp 6\Selangor_Q12.png
,radio,Selangor_Q13,A,B,C,D,B,F4 Chp 6\Selangor_Q13.png
