title,type,question,A,B,C,D,answer,image
F4 Chp 11 2025,radio,Kedah_Q21,A,B,C,D,B,F4 Chp 11\Kedah_Q21.png
,radio,Kedah_Q22,A,B,C,D,A,F4 Chp 11\Kedah_Q22.png
,radio,Kelantan_Q19,A,B,C,D,D,F4 Chp 11\Kelantan_Q19.png
,radio,Kelantan_Q20,A,B,C,D,C,F4 Chp 11\Kelantan_Q20.png
,radio,Melaka_Q19,A,B,C,D,B,F4 Chp 11\Melaka_Q19.png
,radio,Melaka_Q20,A,B,C,D,A,F4 Chp 11\Melaka_Q20.png
,radio,Muar_Q18,A,B,C,D,D,F4 Chp 11\Muar_Q18.png
,radio,Pahang_Q18,A,B,C,D,B,F4 Chp 11\Pahang_Q18.png
,radio,Pahang_Q19,A,B,C,D,D,F4 Chp 11\Pahang_Q19.png
,radio,PasirGudang_Q18,A,B,C,D,C,F4 Chp 11\PasirGudang_Q18.png
,radio,Perak_Q19,A,B,C,D,A,F4 Chp 11\Perak_Q19.png
,radio,Perak_Q20,A,B,C,D,A,F4 Chp 11\Perak_Q20.png
,radio,Perak_Q21,A,B,C,D,C,F4 Chp 11\Perak_Q21.png
,radio,Perlis_Q23,A,B,C,D,C,F4 Chp 11\Perlis_Q23.png
,radio,Perlis_Q24,A,B,C,D,A,F4 Chp 11\Perlis_Q24.png
,radio,Selangor_Q19,A,B,C,D,A,F4 Chp 11\Selangor_Q19.png
