title,type,question,A,B,C,D,answer,image
F5 Chp 6 2025,radio,Kedah_Q35,A,B,C,D,A,F5 Chp 6\Kedah_Q35.png
,radio,Kedah_Q36,A,B,C,D,A,F5 Chp 6\Kedah_Q36.png
,radio,Kelantan_Q33,A,B,C,D,C,F5 Chp 6\Kelantan_Q33.png
,radio,Kelantan_Q34,A,B,C,D,A,F5 Chp 6\Kelantan_Q34.png
,radio,Melaka_Q34,A,B,C,D,C,F5 Chp 6\Melaka_Q34.png
,radio,Melaka_Q35,A,B,C,D,B,F5 Chp 6\Melaka_Q35.png
,radio,Muar_Q32,A,B,C,D,D,F5 Chp 6\Muar_Q32.png
,radio,Muar_Q33,A,B,C,D,A,F5 Chp 6\Muar_Q33.png
,radio,Pahang_Q34,A,B,C,D,C,F5 Chp 6\Pahang_Q34.png
,radio,Pahang_Q35,A,B,C,D,A,F5 Chp 6\Pahang_Q35.png
,radio,PasirGudang_Q32,A,B,C,D,D,F5 Chp 6\PasirGudang_Q32.png
,radio,PasirGudang_Q33,A,B,C,D,D,F5 Chp 6\PasirGudang_Q33.png
,radio,Perak_Q35,A,B,C,D,C,F5 Chp 6\Perak_Q35.png
,radio,Perak_Q36,A,B,C,D,B,F5 Chp 6\Perak_Q36.png
,radio,Perlis_Q35,A,B,C,D,B,F5 Chp 6\Perlis_Q35.png
,radio,Perlis_Q36,A,B,C,D,C,F5 Chp 6\Perlis_Q36.png
,radio,Selangor_Q34,A,B,C,D,A,F5 Chp 6\Selangor_Q34.png
,radio,Selangor_Q35,A,B,C,D,C,F5 Chp 6\Selangor_Q35.png
