title,type,question,A,B,C,D,answer,image
F5 Chp 9 2025,radio,Kedah_Q40.png,A,B,C,D,A,F5 Chp 9\Kedah_Q40.png
,radio,Kelantan_Q39.png,A,B,C,D,B,F5 Chp 9\Kelantan_Q39.png
,radio,Kelantan_Q40.png,A,B,C,D,A,F5 Chp 9\Kelantan_Q40.png
,radio,Melaka_Q39.png,A,B,C,D,A,F5 Chp 9\Melaka_Q39.png
,radio,Melaka_Q40.png,A,B,C,D,A,F5 Chp 9\Melaka_Q40.png
,radio,Muar_Q40.png,A,B,C,D,D,F5 Chp 9\Muar_Q40.png
,radio,Pahang_Q39.png,A,B,C,D,A,F5 Chp 9\Pahang_Q39.png
,radio,Pahang_Q40.png,A,B,C,D,D,F5 Chp 9\Pahang_Q40.png
,radio,PasirGudang_Q40.png,A,B,C,D,C,F5 Chp 9\PasirGudang_Q40.png
,radio,Perak_Q40.png,A,B,C,D,D,F5 Chp 9\Perak_Q40.png
,radio,Perlis_Q40.png,A,B,C,D,B,F5 Chp 9\Perlis_Q40.png
,radio,Selangor_Q39.png,A,B,C,D,C,F5 Chp 9\Selangor_Q39.png
,radio,Selangor_Q40.png,A,B,C,D,B,F5 Chp 9\Selangor_Q40.png
