title,type,question,A,B,C,D,answer,image
F4 Chp 2 2025,radio,Kedah_Q02,A,B,C,D,C,F4 Chp 2\Kedah_Q02.png
,radio,Kelantan_Q03,A,B,C,D,B,F4 Chp 2\Kelantan_Q03.png
,radio,Kelantan_Q04,A,B,C,D,D,F4 Chp 2\Kelantan_Q04.png
,radio,Melaka_Q02,A,B,C,D,C,F4 Chp 2\Melaka_Q02.png
,radio,Muar_Q02,A,B,C,D,D,F4 Chp 2\Muar_Q02.png
,radio,Pahang_Q03,A,B,C,D,A,F4 Chp 2\Pahang_Q03.png
,radio,PasirGudang_Q02,A,B,C,D,C,F4 Chp 2\PasirGudang_Q02.png
,radio,Perak_Q03,A,B,C,D,D,F4 Chp 2\Perak_Q03.png
,radio,Perlis_Q03,A,B,C,D,D,F4 Chp 2\Perlis_Q03.png
,radio,Perlis_Q04,A,B,C,D,B,F4 Chp 2\Perlis_Q04.png
,radio,Selangor_Q03,A,B,C,D,B,F4 Chp 2\Selangor_Q03.png
