title,type,question,A,B,C,D,answer,image
F4 Chp 1 2025,radio,Kedah_Q01,A,B,C,D,A,F4 Chp 1\Kedah_Q01.png
,radio,Kelantan_Q01,A,B,C,D,A,F4 Chp 1\Kelantan_Q01.png
,radio,Kelantan_Q02,A,B,C,D,C,F4 Chp 1\Kelantan_Q02.png
,radio,Melaka_Q01,A,B,C,D,B,F4 Chp 1\Melaka_Q01.png
,radio,Muar_Q01,A,B,C,D,B,F4 Chp 1\Muar_Q01.png
,radio,Pahang_Q01,A,B,C,D,B,F4 Chp 1\Pahang_Q01.png
,radio,Pahang_Q02,A,B,C,D,D,F4 Chp 1\Pahang_Q02.png
,radio,PasirGudang_Q01,A,B,C,D,B,F4 Chp 1\PasirGudang_Q01.png
,radio,Perak_Q01,A,B,C,D,A,F4 Chp 1\Perak_Q01.png
,radio,Perak_Q02,A,B,C,D,B,F4 Chp 1\Perak_Q02.png
,radio,Perlis_Q01,A,B,C,D,A,F4 Chp 1\Perlis_Q01.png
,radio,Perlis_Q02,A,B,C,D,D,F4 Chp 1\Perlis_Q02.png
,radio,Selangor_Q01,A,B,C,D,B,F4 Chp 1\Selangor_Q01.png
,radio,Selangor_Q02,A,B,C,D,A,F4 Chp 1\Selangor_Q02.png
