title,type,question,A,B,C,D,answer,image
F4 Chp 7 2025,radio,Kedah_Q13.png,A,B,C,D,D,F4 Chp 7\Kedah_Q13.png
,radio,Kedah_Q14.png,A,B,C,D,C,F4 Chp 7\Kedah_Q14.png
,radio,Kelantan_Q11.png,A,B,C,D,A,F4 Chp 7\Kelantan_Q11.png
,radio,Kelantan_Q12.png,A,B,C,D,C,F4 Chp 7\Kelantan_Q12.png
,radio,Melaka_Q11.png,A,B,C,D,B,F4 Chp 7\Melaka_Q11.png
,radio,Melaka_Q12.png,A,B,C,D,C,F4 Chp 7\Melaka_Q12.png
,radio,Muar_Q09.png,A,B,C,D,C,F4 Chp 7\Muar_Q09.png
,radio,Muar_Q10.png,A,B,C,D,B,F4 Chp 7\Muar_Q10.png
,radio,Pahang_Q12.png,A,B,C,D,A,F4 Chp 7\Pahang_Q12.png
,radio,PasirGudang_Q09.png,A,B,C,D,B,F4 Chp 7\PasirGudang_Q09.png
,radio,PasirGudang_Q10.png,A,B,C,D,A,F4 Chp 7\PasirGudang_Q10.png
,radio,Perak_Q11.png,A,B,C,D,B,F4 Chp 7\Perak_Q11.png
,radio,Perak_Q12.png,A,B,C,D,C,F4 Chp 7\Perak_Q12.png
,radio,Perlis_Q14.png,A,B,C,D,B,F4 Chp 7\Perlis_Q14.png
,radio,Perlis_Q15.png,A,B,C,D,D,F4 Chp 7\Perlis_Q15.png
,radio,Selangor_Q14.png,A,B,C,D,D,F4 Chp 7\Selangor_Q14.png
