title,type,question,A,B,C,D,answer,image
F4 Chp 4 2025,radio,Kedah_Q05,A,B,C,D,C,F4 Chp 4\Kedah_Q05.png
,radio,Kedah_Q06,A,B,C,D,B,F4 Chp 4\Kedah_Q06.png
,radio,Kedah_Q07,A,B,C,D,D,F4 Chp 4\Kedah_Q07.png
,radio,Kelantan_Q06,A,B,C,D,A,F4 Chp 4\Kelantan_Q06.png
,radio,Kelantan_Q07,A,B,C,D,C,F4 Chp 4\Kelantan_Q07.png
,radio,Melaka_Q04,A,B,C,D,D,F4 Chp 4\Melaka_Q04.png
,radio,Melaka_Q05,A,B,C,D,C,F4 Chp 4\Melaka_Q05.png
,radio,Muar_Q04,A,B,C,D,C,F4 Chp 4\Muar_Q04.png
,radio,Muar_Q05,A,B,C,D,C,F4 Chp 4\Muar_Q05.png
,radio,Muar_Q26,A,B,C,D,A,F4 Chp 4\Muar_Q26.png
,radio,Muar_Q27,A,B,C,D,B,F4 Chp 4\Muar_Q27.png
,radio,Pahang_Q06,A,B,C,D,D,F4 Chp 4\Pahang_Q06.png
,radio,Pahang_Q07,A,B,C,D,A,F4 Chp 4\Pahang_Q07.png
,radio,PasirGudang_Q04,A,B,C,D,D,F4 Chp 4\PasirGudang_Q04.png
,radio,PasirGudang_Q05,A,B,C,D,B,F4 Chp 4\PasirGudang_Q05.png
,radio,Perak_Q05,A,B,C,D,B,F4 Chp 4\Perak_Q05.png
,radio,Perak_Q06,A,B,C,D,A,F4 Chp 4\Perak_Q06.png
,radio,Perlis_Q07,A,B,C,D,A,F4 Chp 4\Perlis_Q07.png
,radio,Selangor_Q06,A,B,C,D,B,F4 Chp 4\Selangor_Q06.png
,radio,Selangor_Q07,A,B,C,D,C,F4 Chp 4\Selangor_Q07.png
,radio,Selangor_Q08,A,B,C,D,D,F4 Chp 4\Selangor_Q08.png
