title,type,question,A,B,C,D,answer,image
F4 Chp 12 2025,radio,Kedah_Q23,A,B,C,D,D,F4 Chp 12\Kedah_Q23.png
,radio,Kedah_Q24,A,B,C,D,D,F4 Chp 12\Kedah_Q24.png
,radio,Kelantan_Q21,A,B,C,D,C,F4 Chp 12\Kelantan_Q21.png
,radio,Kelantan_Q22,A,B,C,D,A,F4 Chp 12\Kelantan_Q22.png
,radio,Melaka_Q21,A,B,C,D,A,F4 Chp 12\Melaka_Q21.png
,radio,Muar_Q19,A,B,C,D,C,F4 Chp 12\Muar_Q19.png
,radio,Muar_Q20,A,B,C,D,A,F4 Chp 12\Muar_Q20.png
,radio,Pahang_Q20,A,B,C,D,D,F4 Chp 12\Pahang_Q20.png
,radio,PasirGudang_Q19,A,B,C,D,A,F4 Chp 12\PasirGudang_Q19.png
,radio,PasirGudang_Q20,A,B,C,D,D,F4 Chp 12\PasirGudang_Q20.png
,radio,Perak_Q22,A,B,C,D,C,F4 Chp 12\Perak_Q22.png
,radio,Perlis_Q25,A,B,C,D,B,F4 Chp 12\Perlis_Q25.png
,radio,Selangor_Q20,A,B,C,D,D,F4 Chp 12\Selangor_Q20.png
