title,type,question,A,B,C,D,answer,image
F5 Chp 2 2025,radio,Kedah_Q27,A,B,C,D,D,F5 Chp 2\Kedah_Q27.png
,radio,Kedah_Q28,A,B,C,D,A,F5 Chp 2\Kedah_Q28.png
,radio,Kedah_Q29,A,B,C,D,B,F5 Chp 2\Kedah_Q29.png
,radio,Kelantan_Q25,A,B,C,D,D,F5 Chp 2\Kelantan_Q25.png
,radio,Kelantan_Q26,A,B,C,D,C,F5 Chp 2\Kelantan_Q26.png
,radio,Melaka_Q25,A,B,C,D,B,F5 Chp 2\Melaka_Q25.png
,radio,Melaka_Q26,A,B,C,D,C,F5 Chp 2\Melaka_Q26.png
,radio,Melaka_Q27,A,B,C,D,C,F5 Chp 2\Melaka_Q27.png
,radio,Muar_Q24,A,B,C,D,B,F5 Chp 2\Muar_Q24.png
,radio,Muar_Q25,A,B,C,D,A,F5 Chp 2\Muar_Q25.png
,radio,Pahang_Q24,A,B,C,D,B,F5 Chp 2\Pahang_Q24.png
,radio,Pahang_Q25,A,B,C,D,C,F5 Chp 2\Pahang_Q25.png
,radio,Pahang_Q26,A,B,C,D,C,F5 Chp 2\Pahang_Q26.png
,radio,PasirGudang_Q24,A,B,C,D,D,F5 Chp 2\PasirGudang_Q24.png
,radio,PasirGudang_Q25,A,B,C,D,D,F5 Chp 2\PasirGudang_Q25.png
,radio,Perak_Q25,A,B,C,D,B,F5 Chp 2\Perak_Q25.png
,radio,Perak_Q26,A,B,C,D,A,F5 Chp 2\Perak_Q26.png
,radio,Perak_Q27,A,B,C,D,C,F5 Chp 2\Perak_Q27.png
,radio,Perlis_Q28,A,B,C,D,A,F5 Chp 2\Perlis_Q28.png
,radio,Perlis_Q29,A,B,C,D,C,F5 Chp 2\Perlis_Q29.png
,radio,Selangor_Q23,A,B,C,D,A,F5 Chp 2\Selangor_Q23.png
,radio,Selangor_Q24,A,B,C,D,A,F5 Chp 2\Selangor_Q24.png
,radio,Selangor_Q25,A,B,C,D,D,F5 Chp 2\Selangor_Q25.png
,radio,Selangor_Q26,A,B,C,D,A,F5 Chp 2\Selangor_Q26.png
