title,type,question,A,B,C,D,answer,image
F4 Chp 3 2025,radio,Kedah_Q03,A,B,C,D,D,F4 Chp 3\Kedah_Q03.png
,radio,Kedah_Q04,A,B,C,D,D,F4 Chp 3\Kedah_Q04.png
,radio,Kelantan_Q05,A,B,C,D,C,F4 Chp 3\Kelantan_Q05.png
,radio,Melaka_Q03,A,B,C,D,A,F4 Chp 3\Melaka_Q03.png
,radio,Muar_Q03,A,B,C,D,D,F4 Chp 3\Muar_Q03.png
,radio,Pahang_Q04,A,B,C,D,D,F4 Chp 3\Pahang_Q04.png
,radio,Pahang_Q05,A,B,C,D,B,F4 Chp 3\Pahang_Q05.png
,radio,PasirGudang_Q03,A,B,C,D,B,F4 Chp 3\PasirGudang_Q03.png
,radio,Perak_Q04,A,B,C,D,A,F4 Chp 3\Perak_Q04.png
,radio,Perlis_Q05,A,B,C,D,C,F4 Chp 3\Perlis_Q05.png
,radio,Perlis_Q06,A,B,C,D,D,F4 Chp 3\Perlis_Q06.png
,radio,Selangor_Q04,A,B,C,D,C,F4 Chp 3\Selangor_Q04.png
,radio,Selangor_Q05,A,B,C,D,C,F4 Chp 3\Selangor_Q05.png
