title,type,question,A,B,C,D,answer,image
F4 Chp 5 2025,radio,Kedah_Q08,A,B,C,D,C,F4 Chp 5\Kedah_Q08.png
,radio,Kedah_Q09,A,B,C,D,D,F4 Chp 5\Kedah_Q09.png
,radio,Kedah_Q10,A,B,C,D,C,F4 Chp 5\Kedah_Q10.png
,radio,Kelantan_Q08,A,B,C,D,D,F4 Chp 5\Kelantan_Q08.png
,radio,Melaka_Q06,A,B,C,D,B,F4 Chp 5\Melaka_Q06.png
,radio,Melaka_Q07,A,B,C,D,A,F4 Chp 5\Melaka_Q07.png
,radio,Melaka_Q08,A,B,C,D,B,F4 Chp 5\Melaka_Q08.png
,radio,Muar_Q06,A,B,C,D,A,F4 Chp 5\Muar_Q06.png
,radio,Pahang_Q08,A,B,C,D,C,F4 Chp 5\Pahang_Q08.png
,radio,Pahang_Q09,A,B,C,D,C,F4 Chp 5\Pahang_Q09.png
,radio,Pahang_Q10,A,B,C,D,A,F4 Chp 5\Pahang_Q10.png
,radio,PasirGudang_Q06,A,B,C,D,A,F4 Chp 5\PasirGudang_Q06.png
,radio,Perak_Q07,A,B,C,D,C,F4 Chp 5\Perak_Q07.png
,radio,Perak_Q08,A,B,C,D,D,F4 Chp 5\Perak_Q08.png
,radio,Perlis_Q08,A,B,C,D,D,F4 Chp 5\Perlis_Q08.png
,radio,Perlis_Q09,A,B,C,D,A,F4 Chp 5\Perlis_Q09.png
,radio,Perlis_Q10,A,B,C,D,B,F4 Chp 5\Perlis_Q10.png
,radio,Perlis_Q11,A,B,C,D,C,F4 Chp 5\Perlis_Q11.png
,radio,Selangor_Q09,A,B,C,D,A,F4 Chp 5\Selangor_Q09.png
,radio,Selangor_Q10,A,B,C,D,C,F4 Chp 5\Selangor_Q10.png
,radio,Selangor_Q11,A,B,C,D,D,F4 Chp 5\Selangor_Q11.png
