title,type,question,A,B,C,D,answer,image
F5 Chp 3 2025,radio,Kedah_Q30,A,B,C,D,C,F5 Chp 3\Kedah_Q30.png
,radio,Kelantan_Q27,A,B,C,D,D,F5 Chp 3\Kelantan_Q27.png
,radio,Kelantan_Q28,A,B,C,D,D,F5 Chp 3\Kelantan_Q28.png
,radio,Melaka_Q28,A,B,C,D,D,F5 Chp 3\Melaka_Q28.png
,radio,Melaka_Q29,A,B,C,D,D,F5 Chp 3\Melaka_Q29.png
,radio,Pahang_Q27,A,B,C,D,B,F5 Chp 3\Pahang_Q27.png
,radio,PasirGudang_Q26,A,B,C,D,C,F5 Chp 3\PasirGudang_Q26.png
,radio,PasirGudang_Q27,A,B,C,D,B,F5 Chp 3\PasirGudang_Q27.png
,radio,Perak_Q28,A,B,C,D,A,F5 Chp 3\Perak_Q28.png
,radio,Perak_Q29,A,B,C,D,B,F5 Chp 3\Perak_Q29.png
,radio,Perlis_Q30,A,B,C,D,A,F5 Chp 3\Perlis_Q30.png
,radio,Perlis_Q31,A,B,C,D,C,F5 Chp 3\Perlis_Q31.png
,radio,Selangor_Q27,A,B,C,D,B,F5 Chp 3\Selangor_Q27.png
,radio,Selangor_Q28,A,B,C,D,D,F5 Chp 3\Selangor_Q28.png
