title,type,question,A,B,C,D,answer,image
F4 Chp 9 2025,radio,Kedah_Q17,A,B,C,D,C,F4 Chp 9\Kedah_Q17.png
,radio,Kedah_Q18,A,B,C,D,D,F4 Chp 9\Kedah_Q18.png
,radio,Kelantan_Q15,A,B,C,D,D,F4 Chp 9\Kelantan_Q15.png
,radio,Kelantan_Q16,A,B,C,D,A,F4 Chp 9\Kelantan_Q16.png
,radio,Melaka_Q15,A,B,C,D,D,F4 Chp 9\Melaka_Q15.png
,radio,Melaka_Q16,A,B,C,D,D,F4 Chp 9\Melaka_Q16.png
,radio,Muar_Q13,A,B,C,D,C,F4 Chp 9\Muar_Q13.png
,radio,Muar_Q14,A,B,C,D,D,F4 Chp 9\Muar_Q14.png
,radio,Pahang_Q15,A,B,C,D,C,F4 Chp 9\Pahang_Q15.png
,radio,Pahang_Q16,A,B,C,D,B,F4 Chp 9\Pahang_Q16.png
,radio,PasirGudang_Q13,A,B,C,D,B,F4 Chp 9\PasirGudang_Q13.png
,radio,PasirGudang_Q14,A,B,C,D,C,F4 Chp 9\PasirGudang_Q14.png
,radio,Perak_Q15,A,B,C,D,D,F4 Chp 9\Perak_Q15.png
,radio,Perak_Q16,A,B,C,D,C,F4 Chp 9\Perak_Q16.png
,radio,Perak_Q17,A,B,C,D,D,F4 Chp 9\Perak_Q17.png
,radio,Perlis_Q19,A,B,C,D,D,F4 Chp 9\Perlis_Q19.png
,radio,Perlis_Q20,A,B,C,D,D,F4 Chp 9\Perlis_Q20.png
,radio,Perlis_Q21,A,B,C,D,D,F4 Chp 9\Perlis_Q21.png
,radio,Selangor_Q16,A,B,C,D,D,F4 Chp 9\Selangor_Q16.png
