title,type,question,A,B,C,D,answer,image
F5 Chp 8,radio,PenangSet12024_Q37,A,B,C,D,B,Penang Set 1 2024/Picture37.png
F5 Chp 8,radio,PenangSet22024_Q37,A,B,C,D,D,Penang Set 2 2024/Picture37.png
F5 Chp 8,radio,Kedah2024_Q38,A,B,C,D,D,Kedah 2024/Picture38.png
F5 Chp 8,radio,Kelantan2024_Q38,A,B,C,D,D,Kelantan 2024/Picture38.png
F5 Chp 8,radio,KelantanYik2024_Q38,A,B,C,D,D,Kelantan YIK 2024/Picture38.png
F5 Chp 8,radio,NegeriSembilan2024_Q38,A,B,C,D,D,Negeri Sembilan 2024/Picture38.png
F5 Chp 8,radio,PenangSet12024_Q38,A,B,C,D,D,Penang Set 1 2024/Picture38.png
F5 Chp 8,radio,PenangSet22024_Q38,A,B,C,D,B,Penang Set 2 2024/Picture38.png
F5 Chp 8,radio,SelangorSet12024_Q38,A,B,C,D,C,Selangor Set 1 2024/Picture38.png
F5 Chp 8,radio,SelangorSet22024_Q38,A,B,C,D,C,Selangor Set 2 2024/Picture38.png
F5 Chp 8,radio,Kedah2024_Q39,A,B,C,D,A,Kedah 2024/Picture39.png
F5 Chp 8,radio,Kelantan2024_Q39,A,B,C,D,C,Kelantan 2024/Picture39.png
F5 Chp 8,radio,KelantanYik2024_Q39,A,B,C,D,B,Kelantan YIK 2024/Picture39.png
F5 Chp 8,radio,Melaka2024_Q39,A,B,C,D,A,Melaka 2024/Picture39.png
F5 Chp 8,radio,Pahang2024_Q39,A,B,C,D,A,Pahang 2024/Picture39.png
F5 Chp 8,radio,Perak2024_Q39,A,B,C,D,D,Perak 2024/Picture39.png
F5 Chp 8,radio,Smka2024_Q39,A,B,C,D,C,SMKA 2024/Picture39.png
