title,type,question,A,B,C,D,answer,image
F4 Chp 8,radio,Melaka2024_Q11,A,B,C,D,C,Melaka 2024/Picture11.png
F4 Chp 8,radio,Melaka2024_Q12,A,B,C,D,A,Melaka 2024/Picture12.png
F4 Chp 8,radio,NegeriSembilan2024_Q12,A,B,C,D,A,Negeri Sembilan 2024/Picture12.png
F4 Chp 8,radio,Kedah2024_Q13,A,B,C,D,B,Kedah 2024/Picture13.png
F4 Chp 8,radio,Melaka2024_Q13,A,B,C,D,A,Melaka 2024/Picture13.png
F4 Chp 8,radio,NegeriSembilan2024_Q13,A,B,C,D,A,Negeri Sembilan 2024/Picture13.png
F4 Chp 8,radio,Pahang2024_Q13,A,B,C,D,C,Pahang 2024/Picture13.png
F4 Chp 8,radio,Kedah2024_Q14,A,B,C,D,B,Kedah 2024/Picture14.png
F4 Chp 8,radio,NegeriSembilan2024_Q14,A,B,C,D,C,Negeri Sembilan 2024/Picture14.png
F4 Chp 8,radio,Perak2024_Q14,A,B,C,D,D,Perak 2024/Picture14.png
F4 Chp 8,radio,PenangSet12024_Q15,A,B,C,D,B,Penang Set 1 2024/Picture15.png
F4 Chp 8,radio,PenangSet22024_Q15,A,B,C,D,D,Penang Set 2 2024/Picture15.png
F4 Chp 8,radio,Perak2024_Q15,A,B,C,D,C,Perak 2024/Picture15.png
F4 Chp 8,radio,SelangorSet12024_Q15,A,B,C,D,A,Selangor Set 1 2024/Picture15.png
F4 Chp 8,radio,SelangorSet22024_Q15,A,B,C,D,C,Selangor Set 2 2024/Picture15.png
F4 Chp 8,radio,Kelantan2024_Q16,A,B,C,D,B,Kelantan 2024/Picture16.png
F4 Chp 8,radio,KelantanYik2024_Q16,A,B,C,D,A,Kelantan YIK 2024/Picture16.png
F4 Chp 8,radio,PenangSet12024_Q16,A,B,C,D,D,Penang Set 1 2024/Picture16.png
F4 Chp 8,radio,PenangSet22024_Q16,A,B,C,D,A,Penang Set 2 2024/Picture16.png
F4 Chp 8,radio,Smka2024_Q16,A,B,C,D,A,SMKA 2024/Picture16.png
F4 Chp 8,radio,Kelantan2024_Q17,A,B,C,D,C,Kelantan 2024/Picture17.png
F4 Chp 8,radio,KelantanYik2024_Q17,A,B,C,D,B,Kelantan YIK 2024/Picture17.png
F4 Chp 8,radio,Smka2024_Q17,A,B,C,D,C,SMKA 2024/Picture17.png
