title,type,question,A,B,C,D,answer,image
F5 Chp 6,radio,Kelantan2024_Q34,A,B,C,D,D,Kelantan 2024/Picture34.png
F5 Chp 6,radio,KelantanYik2024_Q34,A,B,C,D,B,Kelantan YIK 2024/Picture34.png
F5 Chp 6,radio,SelangorSet12024_Q34,A,B,C,D,B,Selangor Set 1 2024/Picture34.png
F5 Chp 6,radio,SelangorSet22024_Q34,A,B,C,D,B,Selangor Set 2 2024/Picture34.png
F5 Chp 6,radio,Kelantan2024_Q35,A,B,C,D,B,Kelantan 2024/Picture35.png
F5 Chp 6,radio,KelantanYik2024_Q35,A,B,C,D,A,Kelantan YIK 2024/Picture35.png
F5 Chp 6,radio,NegeriSembilan2024_Q35,A,B,C,D,D,Negeri Sembilan 2024/Picture35.png
F5 Chp 6,radio,Pahang2024_Q35,A,B,C,D,D,Pahang 2024/Picture35.png
F5 Chp 6,radio,SelangorSet12024_Q35,A,B,C,D,D,Selangor Set 1 2024/Picture35.png
F5 Chp 6,radio,SelangorSet22024_Q35,A,B,C,D,A,Selangor Set 2 2024/Picture35.png
F5 Chp 6,radio,Kedah2024_Q36,A,B,C,D,B,Kedah 2024/Picture36.png
F5 Chp 6,radio,Melaka2024_Q36,A,B,C,D,D,Melaka 2024/Picture36.png
F5 Chp 6,radio,NegeriSembilan2024_Q36,A,B,C,D,A,Negeri Sembilan 2024/Picture36.png
F5 Chp 6,radio,Pahang2024_Q36,A,B,C,D,C,Pahang 2024/Picture36.png
F5 Chp 6,radio,Perak2024_Q36,A,B,C,D,C,Perak 2024/Picture36.png
F5 Chp 6,radio,Perak2024_Q37,A,B,C,D,D,Perak 2024/Picture37.png
F5 Chp 6,radio,Smka2024_Q37,A,B,C,D,C,SMKA 2024/Picture37.png
