title,type,question,A,B,C,D,answer,image
F4 Chp 5 2025,radio,Kedah_Q01,A,B,C,D,C,Kedah_Q01.png
,radio,Kedah_Q02,A,B,C,D,D,Kedah_Q02.png
,radio,Kedah_Q03,A,B,C,D,C,Kedah_Q03.png
,radio,Kelantan_Q01,A,B,C,D,D,Kelantan_Q01.png
,radio,Melaka_Q01,A,B,C,D,B,Melaka_Q01.png
,radio,Melaka_Q02,A,B,C,D,A,Melaka_Q02.png
,radio,Melaka_Q03,A,B,C,D,B,Melaka_Q03.png
,radio,Muar_Q01,A,B,C,D,A,Muar_Q01.png
,radio,Pahang_Q01,A,B,C,D,C,Pahang_Q01.png
,radio,Pahang_Q02,A,B,C,D,C,Pahang_Q02.png
,radio,Pahang_Q03,A,B,C,D,A,Pahang_Q03.png
,radio,PasirGudang_Q01,A,B,C,D,A,PasirGudang_Q01.png
,radio,Perak_Q01,A,B,C,D,C,Perak_Q01.png
,radio,Perak_Q02,A,B,C,D,D,Perak_Q02.png
,radio,Perlis_Q01,A,B,C,D,D,Perlis_Q01.png
,radio,Perlis_Q02,A,B,C,D,A,Perlis_Q02.png
,radio,Perlis_Q03,A,B,C,D,B,Perlis_Q03.png
,radio,Perlis_Q04,A,B,C,D,C,Perlis_Q04.png
,radio,Selangor_Q01,A,B,C,D,A,Selangor_Q01.png
,radio,Selangor_Q02,A,B,C,D,C,Selangor_Q02.png
,radio,Selangor_Q03,A,B,C,D,D,Selangor_Q03.png
