title,type,question,A,B,C,D,answer,image
F4 Chp 2 2025,radio,Kedah_Q01,A,B,C,D,C,Kedah_Q01.png
,radio,Kelantan_Q01,A,B,C,D,B,Kelantan_Q01.png
,radio,Kelantan_Q02,A,B,C,D,D,Kelantan_Q02.png
,radio,Melaka_Q01,A,B,C,D,C,Melaka_Q01.png
,radio,Muar_Q01,A,B,C,D,D,Muar_Q01.png
,radio,Pahang_Q01,A,B,C,D,A,Pahang_Q01.png
,radio,PasirGudang_Q01,A,B,C,D,C,PasirGudang_Q01.png
,radio,Perak_Q01,A,B,C,D,D,Perak_Q01.png
,radio,Perlis_Q01,A,B,C,D,D,Perlis_Q01.png
,radio,Perlis_Q02,A,B,C,D,B,Perlis_Q02.png
,radio,Selangor_Q01,A,B,C,D,B,Selangor_Q01.png
