title,type,question,A,B,C,D,answer,image
F4 Chp 7 2025,radio,Kedah_Q01,A,B,C,D,D,Kedah_Q01.png
,radio,Kedah_Q02,A,B,C,D,C,Kedah_Q02.png
,radio,Kelantan_Q01,A,B,C,D,A,Kelantan_Q01.png
,radio,Kelantan_Q02,A,B,C,D,C,Kelantan_Q02.png
,radio,Melaka_Q01,A,B,C,D,B,Melaka_Q01.png
,radio,Melaka_Q02,A,B,C,D,C,Melaka_Q02.png
,radio,Muar_Q01,A,B,C,D,C,Muar_Q01.png
,radio,Muar_Q02,A,B,C,D,B,Muar_Q02.png
,radio,Pahang_Q01,A,B,C,D,A,Pahang_Q01.png
,radio,PasirGudang_Q01,A,B,C,D,B,PasirGudang_Q01.png
,radio,PasirGudang_Q02,A,B,C,D,A,PasirGudang_Q02.png
,radio,Perak_Q01,A,B,C,D,B,Perak_Q01.png
,radio,Perak_Q02,A,B,C,D,C,Perak_Q02.png
,radio,Perlis_Q01,A,B,C,D,B,Perlis_Q01.png
,radio,Perlis_Q02,A,B,C,D,D,Perlis_Q02.png
,radio,Selangor_Q01,A,B,C,D,D,Selangor_Q01.png
